"","AF_6","AF_8","AF_10","AF_12","AF_14","AF_17","AF_19","AF_21","AF_23","AF_25","GF_7","GF_9","GF_11","GF_13","GF_15","GF_18","GF_20","GF_22","GF_24","GF_26"
"Label","AF","AF","AF","AF","AF","AF","AF","AF","AF","AF","GF","GF","GF","GF","GF","GF","GF","GF","GF","GF"
"8.13_451.2298m/z"," 0.2474419"," 1.2493853","-1.1619767","-1.6896427"," 0.1252030","-1.2186380","-0.4061797","-0.5024385"," 0.3129966"," 2.0089230"," 0.5512827","-0.2220635","-0.4094820","-0.5189707","-1.1442274","-0.3510536","-0.2929385"," 0.3741969"," 1.6392848"," 1.4088969"
"7.03_449.3723n"," 0.4182377","-1.2580510"," 0.2288882","-1.5857382"," 0.4459476"," 0.7603149"," 2.0238413","-0.4381469","-0.1878775","-0.9114606","-1.1362420"," 0.4436151","-1.5572660","-0.2390075","-0.3028767","-0.2258124"," 0.2224852"," 0.7446828"," 1.8957185"," 0.6587476"
"8.37_448.3333m/z","-0.46237237","-2.01226673"," 0.82648854"," 0.27384124","-1.12037564","-0.63300290"," 0.25454736","-0.26358281"," 0.59996212","-0.66679189","-0.77615030","-0.22673367"," 0.36432348"," 1.29463112","-1.51798858"," 0.28396691"," 0.26330889","-0.06402327"," 1.94445715"," 1.63776132"
"8.57_448.1869m/z"," 1.650872235","-0.219990346","-1.994149118","-2.076664897"," 0.393563609"," 0.807207576"," 0.049982358"," 1.123240712"," 1.245348764"," 0.774383651"," 0.055304649","-1.309000552"," 0.398212631","-0.809239258","-0.225371204"," 0.843782004","-0.148608492","-0.009884861"," 0.079221064","-0.628210526"
"8.85_448.1857m/z"," 1.17313448","-1.22500931","-0.92416450"," 0.09312907","-0.05621173","-1.59913804","-0.60853397"," 1.26693307","-0.12275913"," 0.72111207","-0.47865360"," 1.03039828"," 1.61469253"," 0.37186723"," 0.29442087"," 0.44086305"," 0.33582313","-1.10436660"," 0.76502711","-1.98856400"
"9.03_448.1857m/z"," 0.8090528","-0.7530502","-0.7265167"," 1.1795229","-0.8927514","-1.0690256","-1.4323729"," 1.6540662"," 0.3597772","-0.1679232","-1.2328843"," 0.9158871"," 0.8696786"," 0.5669653"," 0.6452911"," 0.7484195"," 0.2821267"," 0.1305238"," 0.2151341","-2.1019211"
"9.83_445.1349m/z"," 0.21986716","-0.79601420"," 0.93626151"," 1.09660848"," 1.06671648"," 0.77454494"," 0.67225114"," 0.68673578"," 1.02874029","-0.67631571","-0.45436467","-0.36706459","-1.35575259","-1.08535148"," 1.46758782","-0.06091728"," 0.63989764","-1.04722240","-2.17000682","-0.57620149"
"9.93_445.1342m/z"," 1.01235815"," 0.05136543"," 1.08410044"," 1.42232273","-0.08709543"," 1.23629243"," 0.28105829"," 0.73641496"," 1.10990943"," 0.99820318"," 0.66381728","-0.59770807","-1.47707591","-1.03664689"," 0.12211881","-1.04927921","-0.80003245","-1.34791965","-0.98061503","-1.34158849"
"9.71_445.1212m/z"," 1.51436583","-1.01993337"," 0.09542831","-0.41931816"," 0.83062933"," 0.81559253"," 0.19885502","-0.01003264"," 0.21053393","-1.81590375"," 0.33562877","-2.16691129","-0.30296143"," 0.24040072"," 0.02967587"," 1.06396909"," 1.28064952"," 0.08060522","-1.60883499"," 0.64756151"
"9.54_445.1201m/z"," 0.2664843415","-1.7861142022"," 1.2244601348"," 0.4354690308","-0.3407723783","-1.2785678593"," 0.5162289904","-0.0585170716"," 0.1096715428","-0.0635520081"," 0.7012518190"," 1.9315612607","-0.2519063047"," 1.2176172741","-1.4285883672"," 0.3681756049"," 0.0003260379"," 0.9447525686","-1.3770985273","-1.1308818866"
"10.34_445.1197m/z"," 0.59595556","-2.64822168","-1.07826480"," 0.77092702"," 0.61677540","-0.86162803","-0.75034123"," 1.35781126"," 1.49259801","-1.27419479"," 1.06900894"," 0.07628286","-0.52160508"," 0.44514898"," 0.09565029"," 0.59070132"," 0.26117221"," 0.15167273","-0.61300648"," 0.22355751"
"10.05_445.1194m/z"," 0.92806686"," 1.20141683","-0.62683235","-0.19631418","-0.25307624"," 1.02189586"," 0.23082229"," 0.47829630","-0.92600145","-0.07988757","-0.01074514"," 0.36664237","-0.09244426","-3.02299699"," 0.96129071","-0.11242830"," 0.99642923","-0.49851779"," 0.93143113","-1.29704733"
"7.16_444.1633m/z","-1.35070183"," 0.67112463","-0.07982835"," 0.27410771"," 1.48239899"," 0.60806146","-1.21582760","-1.16697902"," 0.98386856"," 0.27465784","-1.63851354","-0.49114510","-0.48485026"," 1.18287950","-0.15226810"," 1.31278153","-0.55993701","-1.30294858"," 0.32232182"," 1.33079735"
"9.55_443.1861n"," 0.753948585"," 0.100624371"," 0.894476756"," 0.806209935"," 0.803090503"," 0.827012098"," 0.261164556"," 0.091088070"," 0.491421011"," 0.007372844"," 2.564620540","-1.661839130","-0.578597761","-0.185377785","-0.184274352","-1.308524046","-1.418204336","-0.491086951","-0.735498509","-1.037626397"
"7.48_443.1704m/z","-2.08245580","-0.76318124"," 0.93269354"," 0.74989766","-0.04460271","-0.30010205","-1.54935525","-0.09349169"," 1.03157482"," 1.25784310","-0.87881342"," 0.30958090"," 0.16084423"," 0.26883574","-0.59369529","-1.48455695","-0.28563328"," 0.96327264"," 0.99370676"," 1.40763830"
"7.92_442.3531m/z"," 0.0707126025"," 0.2664407639"," 1.5131114013"," 0.0357293500"," 1.0604637194"," 1.2522901695"," 0.1476943352","-0.1290765158"," 1.5363392484"," 0.5615250598"," 0.2972553867","-1.3125858418","-1.4070412120","-1.4562405776"," 0.7150731977","-0.2526228594","-0.0008371613","-1.8835063255","-1.0891988902"," 0.0744741495"
"8.57_441.1814m/z","-0.4819125"," 2.0015043"," 1.4852519"," 1.1242267"," 0.3303952","-0.7739700","-0.5067978","-0.3629354","-0.7156104","-0.6032868"," 1.1831945"," 1.8062730","-0.5266178"," 0.6738317","-0.6564119","-1.1738934","-0.4571918","-0.6772546","-1.0018583","-0.6669367"
"7.29_438.1046n","-1.2089632"," 0.8656992"," 0.3991351"," 0.2984062"," 1.1660527"," 0.6809903","-0.4895472","-0.4838826"," 0.5266367"," 0.3448740","-1.8607935"," 0.0675706"," 0.1815580"," 0.6839422"," 1.2915610"," 1.1608260","-1.4767794","-2.1274334","-0.2897083"," 0.2698555"
"12.17_437.7842m/z"," 1.1214964","-0.9338014"," 1.3329469"," 0.7473876"," 1.3549758"," 0.8383079"," 1.1610448"," 0.2844911"," 1.0690433"," 1.1964787","-0.8789033","-1.0424865","-0.8922042","-1.0317089","-0.4182681","-0.7647940","-0.5552089","-1.6527689","-0.6008591","-0.3351693"
"12.03_437.7831m/z","-0.18060643","-2.38206440","-0.24501674","-0.18456818"," 0.60962032"," 1.17011346"," 0.37412422","-0.44248722"," 0.84231101"," 1.64848908","-2.23772518","-0.19561638"," 0.10864328","-0.09197774","-1.15838846"," 0.47722877"," 0.30056100"," 0.78390146"," 0.27461403"," 0.52884411"
"11.87_436.7772m/z"," 0.8251301","-1.8235182"," 1.1293609"," 0.5697065"," 1.3768612"," 1.0372367"," 1.2114095"," 0.4109816"," 1.0459734"," 1.3096781","-1.0898723","-0.3633899","-1.3048415","-0.6042081","-0.9962439","-0.6003649","-0.4486443","-0.7825660","-0.5378601","-0.3648289"
"8.10_435.1763m/z","-1.31921953","-2.03431417"," 0.55021065","-0.51174235","-0.25129215"," 0.19167782","-0.98668547","-0.02464409"," 1.19946293"," 1.64219099","-0.65901123","-0.17465144"," 0.16244303"," 0.40932112","-1.05706727","-0.14252060","-0.77091036"," 1.01426649"," 1.61781300"," 1.14467264"
"8.48_434.3175m/z"," 0.62816053","-0.02256596"," 0.56993768"," 1.26680161"," 0.03305645"," 0.42798139","-0.46426979","-0.71233443"," 0.87968336"," 1.83179084","-1.79233449","-0.31704769","-0.84026205"," 1.14372709","-1.40467472","-0.02068280","-1.37961536","-1.20869601"," 0.59130390"," 0.79004045"
"8.00_434.3173m/z","-0.79156444","-1.68128443"," 0.27412458"," 0.38375192","-1.02298877","-0.00959168"," 0.30634222","-0.86369338"," 0.95015517","-0.07221888","-0.66312120","-0.44362010"," 0.53036415"," 1.54221967","-1.64828358"," 0.53918242","-0.29931325","-0.41145021"," 1.33578371"," 2.04520608"
"7.48_434.1848m/z","-1.99361057","-0.95477728"," 0.48128843"," 0.48759375"," 0.32584429","-0.03778197","-1.74769575","-0.15156045"," 0.95040445"," 1.41340792","-1.14527011","-0.19184042"," 0.70974676"," 0.46396217","-0.63528908","-1.23617734"," 0.03740899"," 1.16563234"," 1.22948630"," 0.82922759"
"7.73_434.1845m/z","-1.52552992","-1.11210879"," 0.35492355"," 0.05589690","-0.11329794","-0.34708398","-1.22309719","-0.06498791"," 1.03808427"," 1.16620940","-1.33463038","-0.06801050"," 0.77328314"," 0.60892650","-1.50158878","-0.58470429","-0.10841367"," 0.73807330"," 1.46122515"," 1.78683114"
"11.06_433.7534m/z","-0.8876385","-1.9894477","-0.6519885","-1.0918765","-0.5769828","-0.6376943","-0.5432277","-1.1636546","-0.9898010","-0.6323538"," 0.4097075"," 1.0779136"," 0.6962257"," 1.1060945"," 0.8076996"," 0.9838830"," 0.9058887"," 1.0293803"," 1.1818942"," 0.9659783"
"8.72_433.7510n","-1.53143115"," 1.28324816"," 1.30067729"," 1.27928244"," 0.78551395","-0.08604158","-0.84479239","-0.08741256","-1.21382700","-0.44229325"," 1.20210302"," 1.26685290","-0.56733901"," 1.14103657"," 0.26500564","-0.99776697","-0.15464474","-0.73080957","-1.49217331","-0.37518843"
"10.24_433.3280m/z","-0.13777697","-0.50742117","-0.16058433"," 0.29341917"," 0.71304706"," 0.23706139","-0.19988309"," 0.22612692"," 0.02946716","-0.36866873"," 3.68094854","-0.47781490","-0.79466567","-0.41018783"," 0.48992403"," 0.14949856","-1.31373731","-0.35628158","-1.06089674","-0.03157452"
"9.46_433.3274m/z","-0.26964763","-0.67392030"," 0.37222557"," 1.00673391","-0.95536562","-0.41607245","-0.90864748","-0.53655136","-0.57692992"," 1.90396635","-0.99824297","-1.04096451"," 0.95924113"," 1.79637659","-0.36276267","-0.08748425","-1.40857687","-0.16398827"," 1.18630210"," 1.17430865"
"9.86_432.3205n"," 0.46953128","-0.35535454","-0.44174413","-0.65787355","-0.23013385"," 0.04254001","-0.24331567","-0.25549377","-0.25177348","-0.89559382"," 3.73960806","-0.16307799","-0.38927816","-0.49557684"," 0.86673278","-0.11227058","-0.47873443"," 0.02954860","-0.97275806"," 0.79501814"
"9.76_431.3850m/z"," 0.9498839"," 1.1461804","-0.2203999","-0.0436119"," 0.3420171","-1.1124501"," 0.1476765","-1.3009940","-0.8430635"," 0.7700915","-0.7402354"," 0.8509028","-0.1369400"," 0.6237668","-2.0408546"," 0.2287284"," 0.9814918"," 1.1265251"," 1.0437757","-1.7724906"
"9.98_431.3127m/z","-0.001434498","-0.825030372","-0.470591007","-0.175104612","-0.172804531"," 0.179678289","-0.390037896","-0.547992802","-0.414575519"," 0.351827413"," 3.641567209"," 0.050977571","-0.640764366","-0.888802933"," 1.264456248","-0.334945222","-0.343655634","-0.177556831","-0.733274161"," 0.628063654"
"9.63_431.2513m/z"," 0.23611757","-1.24245319","-0.40452200","-0.70087831","-0.81226164","-0.81435987"," 0.72739974"," 1.33267687"," 0.42750413","-0.01294073"," 2.54371279","-0.60266172","-0.82692378"," 0.49177338","-0.88368699","-1.39925545"," 1.03434315"," 0.68980521"," 0.76685621","-0.55024538"
"11.19_431.1790m/z"," 1.69765647"," 0.99555544"," 0.83203059"," 0.85045297","-0.07542030"," 0.83282453"," 0.09761715"," 1.02146793"," 0.95628230"," 0.57986561"," 0.70131377","-1.78006976","-0.27081018","-1.26495238","-0.19368113","-1.17084242","-1.45548805","-0.80313999","-0.76343199","-0.78723055"
"12.26_429.3735m/z","-1.3528793","-1.9983706","-0.1955741","-1.1122718","-0.9122384","-0.4700612","-0.2608816","-0.8296927","-0.3060855","-1.0796777","-0.1246796"," 1.1960684"," 0.5397316"," 1.3103009"," 0.8404186"," 0.7364657"," 1.0468188"," 0.8608970"," 0.8794861"," 1.2322254"
"11.73_429.3726m/z","-1.4420984","-0.3789781","-0.4183553","-1.1357981","-1.8885543","-1.0995502","-0.2653850","-0.4873774","-0.3123501","-1.3800027"," 0.8601974"," 0.4584248"," 0.7932441"," 1.0523353"," 0.7291159"," 1.2503548"," 0.8572274"," 1.1664465"," 0.7866205"," 0.8544830"
"8.67_429.1734m/z"," 0.8823136","-1.3167289","-1.3512208","-1.1368222"," 0.6247060"," 0.4939507"," 0.8714923"," 0.8803432"," 0.4096878"," 0.6759384","-1.5967651","-2.2595835"," 0.7893512"," 0.4577661"," 0.6296588"," 0.4864656"," 0.7663356","-0.7497267"," 0.5435738","-0.1007358"
"8.60_428.3370m/z","-1.2100726"," 1.6978131"," 1.4872246"," 1.0023444"," 0.7024614","-0.2467461","-0.8118338","-0.1657879","-1.0831710","-0.4267653"," 0.9175463"," 1.6150031","-0.5969795"," 1.1792235","-0.1212714","-1.0203920","-0.3231405","-0.7765523","-1.2453805","-0.5735234"
"9.44_428.0809n","-2.10387841"," 0.01073039"," 0.86809964","-0.04209992","-0.84155944","-2.28200682"," 1.10188704"," 0.44540937"," 0.74807876"," 0.16046143"," 0.14325076"," 1.47145017"," 0.06331477","-0.27430661"," 1.32815833"," 0.96732188","-0.26802198","-0.69792857","-0.22278035","-0.57558043"
"7.48_426.6969m/z","-2.0951716","-0.6852516"," 0.6940849"," 0.9562627"," 0.2211324","-0.1897221","-1.2674680","-0.1388206"," 0.5804823"," 1.2431411","-0.9277915","-0.1306614"," 0.3688263","-0.0470466","-1.5444151","-0.9830646"," 0.2647800"," 1.0096987"," 1.5875063"," 1.0834982"
"8.98_426.3189m/z","-0.54669973","-0.21305894","-0.96939418"," 0.77294996"," 0.66587572"," 0.04452447","-0.68306048","-0.54334227"," 0.38918990"," 0.47694371","-2.22587975"," 0.14091580"," 1.75672117"," 2.14473438"," 0.32742795","-0.02557739","-1.16948762","-0.52164583","-0.65501839"," 0.83388153"
"10.82_425.3399m/z"," 2.0851437"," 0.3527053"," 0.3502302"," 1.2228677"," 1.4404013"," 0.8057558"," 0.5809680"," 0.7347942","-0.2209736"," 0.8435523","-0.6933411"," 0.1491817","-0.3945875","-1.2331351","-0.6255056","-0.9659047","-1.1428474","-0.9152272","-1.3900929","-0.9839852"
"8.94_425.2196m/z"," 1.39503889","-2.43855405"," 0.98996264","-0.24545277"," 1.04626464","-1.00426218","-0.90584892","-1.31356976","-0.21131615"," 1.31502475","-1.11472328"," 0.12770545"," 0.85136046"," 0.64545291"," 0.70582492","-0.05510742","-0.44093267"," 0.13056738","-0.18272751"," 0.70529267"
"7.29_425.2140m/z"," 1.3422262"," 1.0934580","-1.0537093","-1.5283252"," 0.9761188","-1.3073352"," 0.3195360","-0.2541415","-1.3841206"," 0.7393048","-1.7009926"," 0.7087442"," 0.1251236","-0.4751585"," 0.4586508","-0.8761936"," 0.6766250"," 0.7611621"," 0.1139864"," 1.2650407"
"8.85_425.1096m/z","-0.67020758"," 0.05062328"," 0.42898345"," 0.36061614","-1.29863526"," 0.40457255"," 0.44329394"," 1.28495163"," 0.75290350","-0.70896485","-1.44018251","-1.01587570"," 1.74357673","-0.79690087"," 0.12823844"," 1.12620581"," 0.31601595","-1.57374530"," 1.39770334","-0.93317268"
"9.03_425.1093m/z"," 0.41148276","-1.91946263","-1.97047376"," 0.57196370","-0.68130680","-0.55989908","-0.16048830"," 0.41832166"," 0.08152215","-1.56346987","-0.23817647"," 0.46815163"," 0.77958473"," 1.47474510"," 0.47336266"," 1.18108489"," 1.12290300"," 0.16026249"," 0.85287909","-0.90298693"
"6.46_424.1745m/z","-0.96750566","-0.04940446"," 0.40617051"," 0.69872299"," 0.85833107","-0.14730709","-0.61484176","-0.48166275"," 1.30049891"," 0.78105842","-1.34011628","-0.64496379","-0.44362272"," 0.50951992"," 1.20969701"," 0.85137058","-1.36254572","-2.18550051"," 0.12788047"," 1.49422087"
"9.61_424.1700m/z"," 1.366179531"," 0.132734284"," 0.492026003","-1.091440998"," 0.009860118"," 0.669240353"," 0.511431605"," 1.049169133","-0.741723999"," 1.265162734","-1.136263286","-0.612880311","-2.414317145","-1.374548252"," 1.444708609"," 0.200146857"," 0.119996047"," 0.149342794","-0.312489157"," 0.273665080"
"10.63_423.3441m/z"," 2.176885685"," 0.466057840","-0.087750199","-0.452909807"," 1.403741541","-0.006991261","-1.347819859","-0.800708676","-0.338894795"," 0.456805845"," 0.870226424"," 0.613626490","-0.184735175","-2.175010750"," 0.194033554","-0.147889005"," 0.685103262"," 0.171066370"," 0.120126054","-1.614963538"
"7.78_423.3331n","-1.34181103","-0.62773893","-1.41576256","-1.21510276","-0.89403580","-0.46461537","-0.07623032","-0.40913932","-1.26391007","-0.42157935","-0.28524821","-0.27093456"," 1.39418606"," 1.23646062"," 1.44397713"," 0.99921309"," 1.28325112"," 0.42427781"," 1.02104423"," 0.88369821"
"8.57_423.2061m/z","-0.54592470"," 1.96837370"," 1.63545421"," 1.20270520","-0.09058536","-0.67899168","-0.82134896","-0.44062696","-0.64331748","-0.58577548"," 1.04658197"," 1.98176484","-0.55213633"," 0.58813103","-0.45084253","-0.76235544","-0.46909697","-0.95442736","-0.67275747","-0.75482425"
"9.04_422.3250m/z","-1.226689762","-0.777610028","-1.146168520","-1.105247836","-1.751227061","-0.648819714","-0.635863997","-0.234224568","-0.100727210","-0.702757037"," 1.649546795"," 0.560841783"," 1.342830505"," 0.829649455"," 1.078528191"," 0.355592446"," 1.032220938"," 1.420521443"," 0.064818184","-0.005214006"
"8.15_421.2561m/z","-0.08165750"," 1.87703770"," 0.41722951"," 0.03502100"," 0.01226583","-0.79001311","-0.89696845","-0.63510928","-0.88813827","-0.53518020"," 2.92147595"," 1.51877920","-0.34573517","-0.06473898","-0.81036928","-0.32116126","-0.49048292","-0.17132625","-0.61020665","-0.14072187"
"8.85_420.2173m/z","-0.2244896","-1.4055441","-1.4061223"," 1.2118694","-0.3182218","-0.6310502"," 0.3961492"," 0.6383896"," 1.3146105","-0.6394391","-0.6524282"," 0.3972510"," 0.9282694"," 1.0807043","-1.4435713"," 0.7317160"," 0.5780477"," 0.7186617"," 0.6724915","-1.9472938"
"7.18_419.1416m/z","-0.6520093"," 0.9603920"," 0.6996922"," 0.2807587"," 0.3646388"," 0.4138372"," 0.2511994","-1.6261653"," 0.8261406"," 0.6883996","-1.6698543","-0.8382401"," 1.5125878"," 0.3940239"," 0.5587962"," 0.7481063","-1.4875136","-1.8014199","-0.3507163"," 0.7273458"
"9.76_417.3687m/z"," 0.58596516"," 0.70337152","-0.33344349","-0.37424166"," 0.54407094","-0.78123879"," 0.34087837","-0.64592692","-0.77821821"," 0.95462219","-0.68048927"," 0.44415376"," 0.16904017"," 0.04523227","-1.30859789"," 0.36560201"," 1.46913565"," 1.07272263"," 1.04030880","-2.83294725"
"9.71_417.3351m/z"," 2.94037869"," 1.10374758"," 0.09321581","-0.80638042","-0.52648151","-0.92069440"," 0.13438908","-0.71833521","-0.34290991"," 0.97866347","-0.52491321","-0.33387783","-0.48420805","-0.23638139"," 0.35440577","-1.18819405"," 0.42114732","-0.63884998","-0.81441272"," 1.50969095"
"7.77_416.3369m/z","-0.03938328"," 0.14018612"," 0.02674946","-1.52017725"," 0.47724606"," 0.60833098","-1.38422816","-1.01276642"," 1.66818302"," 0.70387565"," 1.89709994","-0.25602392","-0.57047353","-1.38390772"," 0.78251523"," 0.63468306","-0.75736233","-0.57122888","-0.68966620"," 1.24634817"
"10.22_415.2130m/z","-0.62565170","-0.94501517"," 0.10754461"," 0.92152107","-0.59498835"," 1.13863751"," 0.35208520"," 1.57556407"," 1.84726834"," 1.17899746","-0.51135181","-1.10723718","-0.20612381","-1.10321800"," 1.29848633","-0.16245304","-0.90333612","-1.08262795","-1.16083779","-0.01726366"
"8.28_414.3579m/z","-0.37154304","-1.17064317","-0.57894033","-0.53394097","-1.14730527","-0.92697545","-1.11154708","-0.44121275"," 0.30300400","-1.14175579"," 0.74034387","-0.04354091"," 0.63189207"," 0.91958503"," 2.44901955"," 0.91882095"," 0.92368374","-0.81342512"," 0.08647390"," 1.30800678"
"12.06_413.2744m/z"," 0.47209433","-1.87322949"," 1.26881492"," 0.49073195"," 1.36091693"," 1.10244547"," 0.94793013","-0.05366849"," 0.94562746"," 1.46640732","-1.28350149","-0.15093413","-0.94755312","-0.95995540","-1.09497084","-1.16387040","-0.29595897","-0.45234017"," 0.25920759","-0.03819362"
"7.96_413.2713m/z","-0.87442759"," 0.48461959"," 0.88476787","-0.16249977"," 0.39057700"," 0.44840307","-0.18248140","-0.55100574"," 0.57010989"," 0.76106831","-1.54224882","-0.07989608","-0.29468720"," 1.57194572"," 0.67014698"," 1.90363057","-0.94577109","-2.22976712","-0.84498602"," 0.02250181"
"9.98_413.1981m/z","-0.4698141","-0.2067306","-0.6444791"," 0.2610812","-0.9775072"," 0.7643404","-0.5308856"," 0.5641746"," 2.1319834"," 0.2003936","-0.6567624","-0.7189341"," 0.1184874","-0.9064739"," 2.1821579"," 0.4706165"," 1.3329603","-1.1863270","-1.0675823","-0.6606990"
"11.08_412.7299m/z","-0.8178107","-1.7157534","-0.7347196","-1.6496584","-0.6953127","-0.6209922","-0.6367826","-0.9312605","-0.6940309","-0.7153037"," 0.3686433"," 0.9107551"," 0.9900755"," 0.9630331"," 0.9261985"," 1.0686582"," 1.1675690"," 0.7891424"," 1.2095450"," 0.8180046"
"10.39_411.1795m/z"," 0.015662111"," 0.615531565","-0.131188721"," 2.836010419","-1.914163141","-0.014510070","-0.038130444","-0.766406145","-0.359019904","-0.832630898"," 0.252024300","-0.009703546"," 0.754219375","-1.147707499"," 0.265406723"," 0.441706151"," 0.266810986"," 1.249527623","-1.260101277","-0.223337610"
"5.99_411.1625m/z"," 1.6974479"," 0.8494219","-1.5413665"," 0.8220432"," 0.6838563"," 1.0254740","-0.3101868"," 1.2033718","-0.7869552","-1.1801912","-1.6144763","-0.8531643","-0.2273978","-0.4509538","-0.4725946"," 0.3517397","-0.1453042"," 0.8780388"," 1.1622535","-1.0910563"
"10.99_410.3161m/z"," 0.65299771"," 1.05076851"," 1.02417922"," 1.03064820"," 1.29094413"," 0.91296300"," 0.27497051"," 0.60285139"," 1.03990266"," 0.87582045","-0.09728472","-1.52587378","-0.79369895","-1.12662093","-0.61884928","-0.88824061","-0.48212466","-0.74972707","-2.04547975","-0.42814602"
"8.70_410.2658m/z","-1.14689203"," 1.34051294"," 1.30925833"," 1.36726267"," 0.62783429","-0.28252777","-0.82622529","-0.34141624","-1.19649281","-0.22510197"," 1.23826031"," 1.37710226","-0.91433005"," 1.10525132"," 0.32660348","-1.28203060","-0.59246783","-0.80929749","-1.14054118"," 0.06523766"
"10.60_409.4149m/z"," 0.65675469"," 0.50050481"," 0.43684666","-1.16695372","-0.09525396","-1.03544746","-2.48052942","-0.76265916","-1.04258587"," 1.03010408","-0.03420653"," 0.72122716"," 0.85203658"," 1.71933735"," 0.69877835"," 0.29026544"," 0.30184038"," 0.89293060","-0.87846048","-0.60452950"
"9.04_409.3708m/z"," 0.1609669"," 0.1235858","-2.2836038","-0.6356870","-1.1048448","-0.1257982"," 0.1362684","-0.8475417","-1.1421456","-1.3181214"," 0.3532542"," 0.4455595"," 1.2756248"," 1.3796291"," 0.4551579"," 1.2973930"," 0.2053103"," 1.5364172"," 0.3388815","-0.2503060"
"7.75_408.0865m/z"," 0.6751405","-1.1056338"," 0.5783151"," 1.2139262","-1.9318638"," 0.7015357","-0.5208476"," 1.1790582","-0.1659732"," 1.1749828"," 0.1480529","-0.1161157","-0.3762671","-2.5323875","-0.5283441"," 1.0956655"," 0.2995798"," 0.1838080"," 0.1284607","-0.1010926"
"8.32_407.2399m/z","-0.98544553"," 1.70724670"," 0.16707250","-0.72142218"," 0.58724340"," 2.25121420"," 0.73788033"," 0.07469062","-0.33039821"," 1.50861800","-1.55456336"," 0.20007989","-0.26652814","-0.91224407","-0.13744543"," 0.15436873"," 0.14855310","-1.44751742","-0.59258904","-0.58881407"
"10.16_407.2099m/z","-1.17198597","-1.01439236","-1.31776787","-0.57940755","-1.72259713","-0.53644382","-0.77556054"," 0.83335674","-0.23173100","-0.83260709"," 0.22387243"," 0.02945622"," 1.15114386"," 0.52819419"," 2.17037587"," 1.29215278"," 0.86777025"," 0.19957940"," 0.38838687"," 0.49820471"
"7.14_407.1688m/z"," 0.06906437"," 1.42581615","-0.48903672","-1.77724611"," 0.40714676","-1.01102211","-0.66564914","-1.43110237"," 0.05363532"," 1.91432495"," 0.21150525","-0.25794743","-0.75216758","-0.69705819","-0.57113334"," 0.68936468"," 0.13022098","-0.12570159"," 1.23563036"," 1.64135577"
"9.77_406.2946m/z"," 2.33788554","-0.40200101","-0.29966208","-0.15747691","-0.49235760","-0.19724728"," 0.05584252","-0.07566143","-0.20724510"," 0.21486141"," 1.63439963","-1.05114812","-0.48794872","-0.74233505"," 0.66326464","-0.22132029","-0.88482334","-0.47554220","-1.40916199"," 2.19767738"
"6.97_406.1536m/z","-0.95801118","-0.68056898","-0.05553861"," 0.26432565","-0.91560515"," 3.13155423","-0.70941218"," 0.87732282"," 0.53902580"," 1.09443964"," 0.39719655","-0.68326664"," 0.25937166","-0.98703417","-0.53418438","-1.26259415","-0.07459812","-0.13193299"," 0.70413181","-0.27462159"
"8.03_403.3600m/z","-0.07003837","-1.52577037"," 1.27593400"," 1.02785926","-0.74511823"," 0.81417332"," 0.50998454","-0.40015746"," 0.24910596","-1.74407960","-0.82319154","-0.13046826","-0.87252832","-0.10385973"," 0.97096705"," 0.56894862"," 1.45783780","-0.99171815","-1.01003789"," 1.54215736"
"9.32_403.3563m/z"," 0.66522973"," 2.00090605"," 0.08894162"," 0.09558057"," 1.23982190","-0.09893423"," 1.03861151","-1.12508481","-0.04308931","-0.02607432","-1.93081276","-0.08633750","-0.70538142","-0.02155992"," 0.79412407","-0.17876252","-0.53040683","-0.08061113"," 1.01045469","-2.10661539"
"7.10_403.1366m/z"," 0.34463910"," 1.33936231","-1.18111626","-1.54314478"," 0.24519561","-1.27493081","-0.43115613","-0.65616936"," 0.09464073"," 1.67102107"," 0.79154781"," 0.08044155","-0.56491345","-0.50152430","-1.49637284","-0.17252307","-0.17929538"," 0.43254728"," 1.42792764"," 1.57382327"
"6.97_403.1364m/z"," 0.23112211"," 1.34802064","-0.73314478","-1.46668430"," 0.19930214","-1.70699272","-0.37988248","-0.88641401","-0.01019945"," 1.65799135"," 0.85741751"," 0.37302805","-0.24998009","-0.70379882","-1.49957056"," 0.08931241","-0.37209099"," 0.55372431"," 1.22218526"," 1.47665442"
"10.39_402.3246n"," 0.74913875","-0.16380250","-0.32586014","-0.44985443"," 2.23149332","-0.32028120"," 1.96070391","-0.54987476","-0.79180616","-0.61694043"," 0.09205625","-0.51945106","-0.39261768","-0.56542593","-0.25384345","-1.37376267"," 1.54784634"," 1.25421498","-0.91611537","-0.59581778"
"9.93_402.1905m/z"," 0.4281724"," 0.4754714"," 0.7811225"," 0.8417270"," 0.9480336"," 0.9684885"," 0.9042891"," 1.4528026"," 1.3023688"," 0.8786548","-0.7301652","-1.4641027","-1.3321125","-1.5247523","-0.4218739","-1.2094865","-0.7664427","-0.9152582","-0.3642548","-0.2526819"
"9.84_402.1864m/z"," 1.11219284","-0.18703652","-1.10414536"," 0.06866640","-1.39312335"," 1.13205647"," 0.23829169"," 1.24018986"," 0.05389782","-0.17855849"," 0.18735223"," 0.58874579","-1.03235918","-0.76550332"," 1.60487208"," 0.77126435"," 0.16645007","-1.71598250"," 0.86454981","-1.65182071"
