"","AF_6","AF_8","AF_10","AF_12","AF_14","AF_17","AF_19","AF_21","AF_23","AF_25","GF_7","GF_9","GF_11","GF_13","GF_15","GF_18","GF_20","GF_22","GF_24","GF_26"
"Label","AF","AF","AF","AF","AF","AF","AF","AF","AF","AF","GF","GF","GF","GF","GF","GF","GF","GF","GF","GF"
"10.92_1162.4750m/z","-0.3440185","-0.2117704","-0.2503999","-0.3876078","-0.1397672","-0.3293876","-0.1190913","-0.2228707","-0.3117926","-3.7718187"," 0.2793425"," 0.3064682"," 0.4741037"," 0.8232224"," 0.5797979"," 0.5871782"," 0.8754638"," 0.5870786"," 0.7876312"," 0.7882381"
"11.06_1162.4652m/z","-1.99607326","-0.72704448"," 0.02037703","-1.17514569","-0.11457482","-0.44948330","-0.57828703","-0.83893203","-2.15202024","-0.05491580"," 0.29683545"," 1.11964744"," 0.90414340"," 1.10690200"," 0.82639608"," 0.40870174"," 0.90959810"," 0.63397442"," 1.04134670"," 0.81855428"
"11.03_1132.4581m/z","-1.0555402","-0.7897450","-0.4457258","-1.4642053","-0.2157089","-0.5471044","-0.1401508","-1.7307130","-0.7639877","-0.2403176","-1.2643228"," 1.2796520"," 0.6892922"," 1.1338279"," 0.2659732"," 0.8173192"," 1.3546665"," 1.0248258"," 1.2786472"," 0.8133175"
"11.15_1108.4562m/z","-2.111704250"," 0.006520578","-1.244164696","-1.470625042"," 0.172716706","-1.296963499"," 0.109823092","-0.744010326","-0.654227886","-0.497202553","-0.027016560"," 0.844131014"," 0.719402337"," 0.883329073","-0.015329908"," 1.260994377"," 1.030778050"," 1.321246671"," 0.828124747"," 0.884178074"
"11.94_1088.4897m/z"," 0.53300045","-3.03286793"," 0.71710386"," 0.26849324"," 0.41659514"," 0.30848964"," 0.77093432"," 0.01856034"," 0.27922952"," 0.70581616","-2.31253427"," 0.57049312","-0.90330445","-0.19947942"," 0.26636491"," 0.27821543"," 0.44346341"," 0.51609148"," 0.55728905","-0.20195402"
"11.72_1087.4859m/z"," 0.241559101","-2.918087761"," 0.572673539","-0.168541898","-0.811266011","-0.791202459","-0.396069084","-0.561673056"," 0.134051263","-0.241145547","-1.425252447"," 0.782688079"," 0.788747857"," 1.162866286"," 1.148181071"," 0.096782265","-0.001116959"," 1.275317155"," 0.709494195"," 0.401994409"
"11.27_1025.2605m/z"," 0.98997234","-3.18410286","-0.25679567","-0.50904737"," 0.91142491","-1.19208127"," 0.70802906"," 0.17813761"," 0.24323551"," 0.22008499","-1.22593501"," 0.19308688","-0.38121418"," 0.28857214","-0.10506416"," 0.56542426"," 0.02935854"," 0.84319689"," 1.30830422"," 0.37541318"
"9.98_1020.6976n"," 0.82753714"," 0.64329349"," 0.90088287"," 1.11087122"," 0.20234993"," 1.03242485"," 0.67888137"," 0.81358536"," 0.87497827"," 0.94668398"," 0.13258072","-1.15488312","-0.20599844","-2.34831598"," 0.07489905","-0.56094227","-1.44737059","-0.94755828","-1.28911286","-0.28478670"
"10.45_985.7819m/z"," 0.27922149","-0.02940861"," 0.38430544"," 0.60944581"," 0.35933740"," 0.61150647"," 0.21532739"," 0.82867387"," 0.87952497"," 0.57058427","-2.81855228"," 0.13343823"," 0.32922202"," 0.30100359","-0.88523022"," 0.22290029","-2.62673193"," 0.14963086"," 0.11575125"," 0.37004970"
"9.83_961.7278m/z"," 0.75227255","-0.12932576","-0.41133290"," 0.39976872","-0.35635025"," 0.78088571","-0.38086913"," 1.17582428"," 1.70624840"," 0.95405033"," 0.05438184","-2.20357186","-0.08407908","-1.01138614"," 1.14053577"," 0.12276888","-0.40079669","-0.93833273","-1.82460901"," 0.65391707"
"9.57_956.5606m/z"," 0.22920412","-3.67424328","-0.74706907"," 0.30991709"," 0.19621437"," 0.37182683"," 0.04187867"," 1.00507156","-0.12588308","-0.42549507"," 0.65439423"," 0.53724848"," 0.91994210"," 0.22997124"," 0.19166000","-0.08058287"," 0.45698780"," 0.28544155","-1.02107193"," 0.64458727"
"9.86_953.6932m/z"," 0.524981904","-0.067622274","-0.461419439"," 0.419792819"," 1.252170080"," 2.070720965","-0.160432760"," 0.648917487"," 1.127315495"," 1.223277064"," 0.830903939","-1.063271683","-0.711731639","-1.499783811","-0.416616028","-1.361413317","-0.863008009","-0.123232369","-1.377275284"," 0.007726859"
"11.86_946.5851m/z"," 0.49748679","-3.37406749"," 0.95620027"," 0.55834838"," 1.09568005"," 0.43912235"," 0.91114039","-0.04130323"," 0.56271908"," 0.70441899","-1.58131750"," 0.21146812","-0.34408882"," 0.01564196","-0.57671506","-0.20619352","-0.05945595","-0.08234771"," 0.20951881"," 0.10374408"
"11.74_944.5911m/z","-1.1086595","-2.3154764","-0.6266823","-0.7914837","-0.4717006","-0.4867978","-0.2106343","-0.5773340","-0.5498424","-0.2792537","-1.0910037"," 1.1656608"," 0.7346638"," 1.2488281"," 0.4245724"," 0.7339726"," 0.8984462"," 1.2874744"," 1.4013605"," 0.6138896"
"9.66_938.6375m/z","-0.1603180"," 0.7339737"," 0.4948805"," 0.2116899"," 0.1247352"," 1.2175342","-0.7762037"," 0.6677131"," 0.2288071"," 1.0914998"," 0.9239165"," 0.7289618"," 0.7834809","-0.8334877"," 1.2586365","-1.2474688","-1.8146952","-0.6186272","-1.8954212","-1.1196072"
"9.86_937.7156m/z"," 0.99533300"," 0.53407027","-0.33267892"," 0.04194463"," 0.23411717"," 1.83574962"," 0.51842180"," 0.63628106"," 0.66716758"," 1.50747209"," 0.38088430","-2.51984284","-1.22896270","-1.24290303","-0.35576902","-0.35591079"," 0.11887621","-0.04430331","-0.76745333","-0.62249380"
"8.94_929.5906m/z","-0.49848287","-1.16965370"," 0.51257658"," 0.65122777","-0.25360962"," 0.49378574","-0.03140008"," 0.53668691","-2.03212480"," 0.78861611"," 0.88203265"," 1.00014024","-2.08480603"," 0.14478270"," 0.87234339","-0.09883682"," 0.09708017","-0.31848223","-1.19363323"," 1.70175713"
"9.37_913.5909m/z","-1.78223222","-0.83068222","-1.10884757","-0.22369198","-1.72809809","-1.07172887","-0.89190732"," 0.17951836","-0.15902102","-0.45200071"," 0.97110188"," 0.58835293"," 0.96718756"," 0.01822447"," 1.87317980"," 1.07573889"," 0.38591500"," 0.76774446"," 0.60465388"," 0.81659279"
"10.39_913.5883m/z"," 0.94257284"," 1.22486523","-0.36744169"," 0.71357344"," 0.36591321","-0.34539884"," 0.66117463"," 0.12334515"," 0.65184795","-0.92512125","-1.50234197","-1.81736901"," 1.14726276"," 0.24232441","-0.56046647"," 1.55791144","-0.09010528","-0.69435392"," 0.54678105","-1.87497368"
"11.06_913.5883m/z"," 2.1024088"," 1.9205503"," 1.0201129"," 0.6762084"," 0.8166573"," 0.4368601"," 0.6650838"," 0.2965717"," 0.2213950","-0.5135190","-0.0511633","-1.2758685","-0.4970010","-0.2158450","-1.3406169","-0.6447439","-0.6984193","-0.7157589","-0.8473171","-1.3555954"
"9.83_905.6971m/z"," 0.60136710","-0.45637778","-1.27236996"," 0.08371086","-0.50732701","-0.51366551","-0.16736484","-1.36942322","-0.37151577"," 0.25193250"," 0.61376854","-0.13568378"," 1.45713943","-0.43993822"," 0.76057797"," 0.71014997"," 1.11318403"," 1.54608829","-2.52386338"," 0.61961078"
"9.38_877.6346m/z","-1.3043155","-0.9357079","-1.4552243","-0.8220006","-1.0072873","-1.1650890","-0.4412920","-0.4575452","-1.1213977","-0.6086477"," 0.9235373"," 0.9210256"," 1.2413979"," 0.5952037"," 1.1196558"," 1.1169561"," 0.7197904"," 1.0895226"," 1.0754313"," 0.5159865"
"8.98_874.2529m/z","-0.01843107"," 1.31509471"," 0.76887408"," 0.95475634"," 0.88336982","-2.09954615"," 0.64774107"," 1.01428296","-2.39025326","-0.76210479"," 0.44475369"," 0.60037487"," 0.02074078"," 0.52305447","-0.77817457","-0.02200747","-0.14519177","-0.18849545","-1.10763792"," 0.33879965"
"12.63_858.6287m/z"," 1.0531620","-1.4082566"," 1.2530224"," 0.9064976"," 1.1204291"," 0.8030834"," 0.9982937"," 0.4233204"," 1.0788136"," 1.2263912","-2.0292027","-0.3854960","-0.3452605","-0.6399981","-0.7695173","-0.8208890","-0.8782801","-0.7806962","-0.3498305","-0.4555863"
"12.59_855.6654m/z","-0.12409686","-3.29561201"," 0.31272928"," 0.08070655"," 0.32257655","-0.11870278","-0.36438935","-0.64605160","-0.18521190"," 0.50851540","-1.83659383"," 0.88270980"," 0.85627173"," 0.63566110"," 0.41781369"," 0.27021691"," 0.57416221"," 0.81741350"," 0.69631046"," 0.19557114"
"10.89_846.5329m/z","-0.5848483","-1.8034470","-0.7624811","-1.2371241","-0.6242834","-0.6307599","-0.6731907","-1.0745477","-1.0283345","-0.8389076"," 0.3911401"," 1.2463543"," 0.8666822"," 1.1885830"," 0.7114689"," 0.9285230"," 0.9467758"," 0.8935116"," 1.1655131"," 0.9193724"
"9.03_836.2712m/z"," 1.6856387"," 1.1921429"," 0.5672351","-0.1912407"," 0.1903319","-0.4589867"," 1.4348166","-1.2794430"," 0.3855491"," 0.8184071"," 1.3728581","-0.3152489","-0.6355093"," 0.7531216","-0.3599546","-1.7865164","-0.9422982","-0.5870542","-1.3742743","-0.4695748"
"9.14_836.2701m/z"," 1.30599088"," 1.79265601"," 0.57601636"," 1.11091038"," 1.46499582","-0.20293403"," 0.18293172","-0.07473025"," 0.93652076","-0.54555827"," 0.57636464","-0.96143353","-0.36913064"," 0.11068898","-0.62448953","-1.50356379","-1.02286357","-1.81101541","-0.85071306","-0.09064347"
"9.83_833.3434m/z"," 0.54987510","-0.15778996","-0.01804547"," 0.98238657","-1.28902313"," 0.57239406","-0.14487381"," 1.05750385"," 1.34319952"," 0.33054178"," 1.34140691","-1.58541580","-0.19993079"," 0.11442551"," 1.11971714","-0.16943974","-0.23545102","-1.29245597","-2.30014693","-0.01887781"
"9.03_827.2458m/z"," 1.43685403","-1.46491168","-0.74415592"," 0.22307304","-1.03692282"," 0.53636221"," 0.61843764"," 0.58938610"," 1.04598805"," 2.05300269"," 0.23950591","-0.55471680","-0.28207738","-0.06867332","-1.20811082"," 0.92329231"," 0.51958609","-1.27236223","-1.45769928","-0.09585780"
"9.34_810.5690m/z","-0.8534068","-0.9270484","-0.9665446","-0.9279835","-1.4610221","-0.8017532","-0.8710193","-0.5681684","-0.7213264","-1.1695608"," 0.5946508"," 1.0742541"," 0.8447643"," 0.5409524"," 0.9764686"," 0.9368941"," 0.8025287"," 0.9195614"," 0.6919572"," 1.8858019"
"11.77_810.5690m/z"," 0.072394696","-3.410153545"," 0.584548325"," 0.322526853"," 0.526070714"," 0.115723766"," 0.654960053"," 0.259537310"," 0.373593360"," 0.672014677","-2.129114780"," 0.456142293"," 0.008445763"," 0.469595033"," 0.028978953"," 0.269816802"," 0.298332961","-0.120140061","-0.082952834"," 0.629679663"
"11.61_810.5685m/z","-0.67318872","-1.99915798","-0.86245538","-0.66028202","-0.98931180","-1.07824239","-0.66803761","-0.53893935","-0.68216403","-0.64435609","-0.08263155"," 1.42075358"," 0.74372927"," 0.88497928"," 0.87068621"," 0.89908140"," 0.66845850"," 0.70283400"," 1.08967031"," 1.59857436"
"9.03_802.2241m/z"," 0.297387214"," 1.279231150","-0.002935462"," 1.009567901"," 1.011240450","-0.073026232"," 0.303966059"," 0.289435487"," 0.954457172","-2.831840662"," 0.073429760","-0.698283774"," 1.433737007","-1.470805348"," 0.565200089","-0.644737411","-0.456602206","-0.209192941","-0.612075580","-0.218152674"
"11.69_790.5561m/z","-0.7908997","-2.5312625","-0.3506810","-0.5545711","-0.3935398","-0.8388171","-0.4497061","-0.5509663","-0.4552590","-0.2907438","-1.1770267"," 1.4096584"," 0.6267985"," 1.0043801"," 0.7696531"," 0.6375851"," 0.8522246"," 0.8990419"," 1.3984470"," 0.7856844"
"9.37_782.5729m/z","-0.3509546801","-0.2571265760","-0.0391349146"," 1.3433467822","-1.4746417657"," 0.8091155376"," 0.2920406938"," 1.7963746898"," 1.4622033599"," 0.7588593864"," 0.0003188385","-1.0599239821","-0.4760353097","-1.4202565143"," 1.1629618948","-0.1187237124","-0.5293461796","-1.2769421200","-1.1207419323"," 0.4986065037"
"11.51_770.5175m/z","-0.8520646","-0.2793319","-0.6967997","-0.4824795","-0.7863274"," 0.4516675"," 0.3770957","-1.0073319"," 0.8871773"," 1.6013475","-1.2156295"," 0.2918094","-0.4033168"," 1.7636093","-0.4165944"," 1.4670297"," 1.3985672","-1.7162930","-0.2643141","-0.1178208"
"8.48_766.2810m/z","-1.12281924"," 0.48687806","-1.20921669","-1.50317086","-0.71656028","-0.34109498","-0.02664163","-1.81131313","-1.83596358"," 0.24086547"," 0.91527358"," 0.72123573"," 0.83910673"," 0.79032505"," 0.33359276"," 0.94337821"," 0.89216160"," 0.69149263"," 0.77847906"," 0.93399149"
"11.69_760.5529m/z","-1.021921709","-1.312139324"," 0.730622462","-0.146085009"," 0.153037242"," 0.446250787"," 0.187531254"," 0.109301859"," 0.007587638"," 0.416467720","-3.501720701"," 0.669977860"," 0.313230798"," 0.471215481","-0.184634644","-0.145399554"," 0.690899679"," 0.359262672"," 0.867159664"," 0.889355823"
"8.48_760.2627m/z","-1.58841994"," 0.35483258","-1.26477078","-1.77037660"," 0.16342283","-0.43470794","-0.30667112","-1.67638474","-1.23339053","-0.09767680"," 1.06622936"," 0.84146672"," 0.60798831"," 0.75722127"," 0.08314137"," 0.64921096"," 0.77798634"," 1.02744018"," 0.99659296"," 1.04686555"
"9.38_758.5727m/z","-1.48703675","-0.39479698","-0.76070580"," 1.14637917","-1.71782349"," 0.36642290","-0.19235123"," 1.41719204"," 1.14222927"," 0.25498025"," 0.45453387","-0.95818000","-0.16010929","-1.33721275"," 1.85308146"," 0.69646325"," 0.04066238","-0.63721388","-0.54777651"," 0.82126210"
"8.69_746.2234m/z","-0.15177744"," 1.54262628"," 1.29475765"," 0.89635229"," 1.46718361"," 0.24914472","-1.18379083","-0.70674607","-0.86524718"," 0.65612730"," 0.83746517"," 1.07416917","-0.06019107"," 0.41792776","-1.03105045","-0.23618521","-0.96720011","-0.51574405","-0.73615548","-1.98166607"
"11.19_744.5663m/z"," 0.32750618","-3.64158589"," 1.01431347","-0.77432073","-0.05159202","-0.37723770","-0.07263242","-0.63075496"," 0.25007255"," 0.26555589","-0.32457926"," 0.62823874"," 1.08671979","-0.02913619"," 0.30222943"," 0.94637924"," 0.08100451","-0.12378798"," 0.55542957"," 0.56817780"
"11.93_744.5566m/z"," 0.30316194","-3.16910194"," 0.96419538"," 0.24290179"," 0.52889121"," 0.42212992"," 0.67124410","-0.12286927"," 0.24747656"," 0.98930933","-2.10933186"," 0.83441530","-0.22091121"," 0.07984408","-0.15865396","-0.36308519","-0.08354615"," 0.09745560"," 0.72340675"," 0.12306762"
"11.57_738.5109m/z"," 0.74851387"," 0.70465875"," 1.53200216"," 0.36117748"," 0.73063839","-0.07762755"," 1.68532518"," 0.01459037"," 0.97712457"," 1.65983139","-1.59101720","-0.47575841","-1.12753438","-0.46235389","-0.38773264","-0.53238863","-1.02713206","-1.06157202","-0.58909356","-1.08165182"
"11.03_738.5100m/z","-0.6570418","-1.6231151","-0.8998253","-0.8261410","-0.4855551","-0.8860855","-0.9481181","-1.0247481","-1.1526767","-0.6801119"," 0.1678183"," 1.2486368"," 0.7772578"," 1.2206090"," 0.4594351"," 0.9345579"," 1.1743700"," 1.0975733"," 1.2957417"," 0.8074186"
"11.40_738.5099m/z","-1.5741947","-1.3972652","-0.5189534","-0.9069942","-1.1090655","-0.9042126","-0.7373703","-0.8799848","-0.6887745","-0.2595270","-0.0450289"," 1.0648574"," 1.0600876"," 1.1471061"," 0.7997898"," 1.1161648"," 1.1969411"," 0.8977828"," 1.2929577"," 0.4456838"
"11.38_728.5254m/z","-0.28880089","-3.87201075"," 0.16712196","-0.13089192"," 0.24212810"," 0.07037921","-0.15802566","-0.24861100","-0.38057736"," 0.24099006","-0.45193719"," 0.97021809"," 0.04497382"," 0.65709407"," 0.21690705"," 0.38321641"," 0.49103012"," 0.40655560"," 0.84167206"," 0.79856823"
"8.51_723.2989n","-1.2545264"," 1.3002521","-1.0474920","-1.7504474"," 0.6841278"," 0.4817503"," 0.8868936","-1.2296671","-2.2309367","-0.1992152"," 0.5129803"," 0.8889570"," 0.4294637"," 0.2281164","-0.5693636"," 0.3334286"," 0.4961524"," 0.9451328"," 0.3290792"," 0.7653143"
"10.89_719.5350m/z","-0.99868825","-0.98733789","-0.37142321","-0.11306880","-1.40551345","-2.18395793","-0.46939474"," 0.09539719"," 0.81622895"," 0.87314557","-1.54383594"," 1.21230832"," 0.23754104"," 0.36559591"," 0.95226606"," 0.78298153"," 0.14947103"," 0.39541568"," 0.69161927"," 1.50124968"
"11.93_716.5264m/z","-0.48262453","-0.33901525"," 1.11779835"," 0.21533563","-0.15973988","-0.61113307"," 1.33294093","-0.24149070"," 1.22972100"," 1.60739809","-2.87846965"," 0.44441714"," 0.05632031"," 0.03585442"," 0.26830286","-0.35593749","-1.03280594"," 0.79907354","-0.75685069","-0.24909509"
"11.47_716.5253m/z","-0.524074392","-3.391854857"," 0.777583694","-0.298341900"," 0.646072791"," 0.174829733"," 0.059854809"," 0.047318867"," 0.432156376"," 0.640837878","-1.676384967"," 0.590951186","-0.007501633"," 0.500873751","-0.328021697","-0.120372374"," 0.938826314"," 0.586144560"," 0.840260972"," 0.110840890"
"10.45_710.5450n"," 0.8827004"," 0.3638577"," 0.8953024"," 0.9005108"," 0.2600167"," 0.9483090"," 0.7041019"," 1.2854598"," 1.1630671"," 0.9530977"," 0.1917130","-0.8493085","-1.1459857","-0.5876250","-0.3718551","-0.6667590","-0.5185021","-1.2241184","-2.3870020","-0.7969807"
"10.45_703.5074m/z"," 0.646562626"," 0.086253384"," 0.830529382"," 1.193112321"," 0.001489739"," 1.196698711"," 0.183564857"," 1.677004165"," 1.302744840"," 1.114650782"," 0.130500012","-1.366936706","-0.585004761","-0.812466590","-0.284220142","-1.128288237","-1.033089868","-0.819162725","-1.686520201","-0.647421591"
"8.48_692.2733m/z","-0.8968044"," 0.3851111","-1.2992143","-1.4662211","-0.3012332","-0.2675939","-0.4902045","-1.5337292","-1.9606864","-0.3257495"," 1.0994360"," 1.0807014"," 0.4677874"," 0.6665313"," 0.3344988"," 0.5509126"," 0.8083479"," 1.2931253"," 0.8884443"," 0.9665404"
"11.37_691.5115m/z"," 0.41479231","-2.90900564"," 0.87753291","-0.35458313"," 0.69828335"," 0.58978432"," 0.67630167"," 0.50300738"," 1.23458385"," 0.81363902","-1.87742714"," 0.23594627","-0.33245005"," 0.07817827","-0.06958231","-1.24622205"," 0.40611261","-0.28929666"," 0.07179781"," 0.47860721"
"12.65_688.5904m/z","-2.3701420"," 0.1014294","-1.0086404","-0.5643663","-1.1904866","-0.6096724","-0.6838151","-0.5128220","-1.1057653","-0.6341175"," 0.2235790"," 1.0835063"," 0.7828852"," 0.8515542"," 0.8347437"," 0.8735213"," 0.9329510"," 0.9776688"," 1.0709089"," 0.9470798"
"9.14_686.2778m/z"," 1.2376657"," 1.2801570"," 1.1047419"," 0.7540533"," 0.9188277"," 0.6482686"," 0.8875036"," 0.4669130"," 0.2499077"," 0.7431942"," 0.8706746","-0.8846144","-1.2556306","-1.1446140","-1.0433927","-1.0964616","-1.3345959","-1.0333561","-1.2550273","-0.1142146"
"9.59_677.7085m/z","-0.80195737","-0.70005495"," 0.09776752","-0.50076432","-0.92179016"," 1.15838683"," 0.24847644"," 1.23156138"," 0.90089562"," 0.72608901"," 1.13098339","-1.07991148","-0.37268478","-1.19170333"," 1.90240127","-0.21520232","-1.06386517","-0.94607485","-0.96788046"," 1.36532773"
"12.00_677.5586m/z","-0.2066508","-1.8023891"," 1.5816400","-1.7706521"," 0.4805228","-0.6442758"," 0.3554566","-0.7678018","-0.4170613","-0.2267248","-0.2941227"," 1.3769951","-0.0260737"," 1.5844969","-1.2885530","-0.3527374"," 0.6065509"," 0.3881459"," 1.2923934"," 0.1308408"
"9.04_674.2288m/z"," 0.72150047","-0.40103138"," 0.48214438"," 0.43902631"," 0.25035405"," 0.57860294"," 0.24872815","-0.37974115","-0.49560382"," 0.81485213","-1.84406453"," 0.58516733"," 1.09773634"," 0.85010753"," 0.06824105"," 0.44225067","-0.34061739","-3.06942518"," 0.67258169","-0.72080958"
"11.61_668.4570m/z"," 1.70450305","-0.83578443","-0.64998197"," 0.20428270","-2.32420295","-0.02125893"," 0.25878642"," 1.45714450","-0.79367037"," 0.39352529"," 0.92591747"," 0.02008941"," 0.22156755"," 0.02572767"," 0.08688705"," 0.82944978"," 0.65914845","-0.60973552","-1.98869554"," 0.43630038"
"12.14_667.4752m/z"," 1.2878952","-1.6100741","-1.3359017","-0.2090613"," 0.5592077"," 0.8910042"," 0.8078110"," 0.6244285","-0.5389449","-0.4049086","-0.2703738","-1.3133679","-0.2304370"," 0.9617553"," 1.3166866"," 0.9712258"," 0.2182407","-2.1262009","-0.1276255"," 0.5286406"
"9.04_666.2152m/z"," 1.28363745"," 0.06854825","-0.14363992"," 0.35406984","-0.53110090","-0.40295661","-0.41427963","-0.15483516","-1.10211388"," 0.02569258","-0.60777044"," 0.33329640"," 1.19612921"," 1.27481591"," 0.22310335"," 1.17537004"," 0.72545767","-2.61070824"," 0.83613588","-1.52885180"
"10.04_665.1863m/z"," 0.561120540"," 0.339407971"," 0.911438332"," 0.500895310","-0.372056630"," 0.469503632"," 0.541306414"," 0.823391429"," 0.852748091"," 0.726858422","-0.187707473","-0.742764648","-3.434471059"," 0.615650359"," 0.004391623"," 0.395471111","-0.734709780","-0.692126114","-0.921208100"," 0.342860569"
"9.29_660.3143m/z","-0.21046267"," 0.55637296"," 0.50226617","-0.26521477"," 0.32479868","-0.23337076"," 2.03219068","-1.30775336","-2.07378943"," 1.16788013"," 0.13817183","-0.86437388","-0.98135110","-1.03120897"," 1.47792660"," 0.71804469","-0.40929752","-0.48390277"," 0.07146615"," 0.87160733"
"9.84_657.4875m/z"," 0.73176956","-0.19360814"," 0.01373749"," 0.73949426","-0.20293530"," 1.29222396"," 0.49548246"," 1.33949808"," 1.51542525"," 0.66327766"," 0.38338009","-1.39494516","-0.95510289","-1.03531535"," 0.74695956","-0.91130944","-1.09202452","-1.14738659","-1.70461414"," 0.71599317"
"7.49_655.1488m/z"," 0.26713142"," 0.44399264"," 1.43288117","-0.78528276"," 0.71922475"," 1.13235425","-0.90920478"," 0.45997349","-0.46383147"," 0.74858659","-0.25938728"," 0.38875941","-0.46942005"," 0.02516211","-0.16063934"," 0.70397901"," 0.13807716","-1.26826469","-3.01646251"," 0.87237088"
"9.55_655.1268m/z","-1.132877800","-0.931285230","-1.559431699","-0.219633550"," 0.595510823","-0.731703195","-1.649291014","-0.099787514","-0.002559234"," 0.734577018"," 1.190903814","-0.702132553"," 0.974548448"," 1.531471904"," 0.360668443","-0.236551986"," 0.447110154"," 1.979633650"," 0.248576353","-0.797746831"
"10.45_649.2190m/z"," 0.4120198"," 0.5755653"," 1.3290943"," 0.9996410","-0.2185615"," 0.5653966"," 0.9211129"," 0.9843196"," 1.3246321"," 1.2055290"," 0.1386670","-1.3663537","-0.4635217","-0.6258368"," 0.2048844","-0.5999849","-1.6438628","-1.4678542","-1.1638508","-1.1110355"
"10.14_647.2032m/z"," 0.861740668","-0.008448863","-0.445791128"," 1.697760468"," 0.108992519"," 1.148916129"," 0.635241752"," 0.980178948"," 0.860648663"," 0.762488230"," 0.482751613","-1.275000153"," 0.422022428","-2.101413172"," 0.238621371","-0.376592362","-0.791276385","-1.344065698","-1.346730672","-0.510044355"
"8.54_647.2027n","-1.583059577"," 0.103158756","-1.175869737","-1.729299471","-0.309913833","-0.265137917"," 0.098633271","-1.117268865","-1.934644940"," 0.008901226"," 0.505430659"," 1.176263030"," 0.624059359"," 0.582148204"," 0.590762764"," 0.930511261"," 0.774288660"," 0.804622934"," 1.330581307"," 0.585832908"
"9.82_645.1872m/z"," 2.13195131","-0.21017941","-0.23202377","-0.04898151","-1.10598335","-1.57828546","-1.93005260","-0.18335967","-0.43688161"," 0.84893237","-0.13632824"," 1.02183868"," 0.62549222","-0.30024049"," 0.00947401"," 1.13805634"," 0.12071047"," 1.25093340"," 0.23751104","-1.22258372"
"9.93_645.1872m/z"," 0.2278141"," 0.5661009"," 0.8091674"," 0.6301261"," 0.7391541"," 0.7571872"," 0.6854210"," 1.3936309"," 1.4190074"," 0.5243066"," 0.5959911","-1.8640742","-1.0840033","-1.0041559"," 0.2786179","-1.0061169","-1.0237740","-1.7402035","-0.7412119","-0.1629851"
"9.31_644.1918m/z"," 0.8879043"," 0.9671061"," 0.5808900"," 0.6373100"," 0.5458776","-0.5190226","-0.4319631","-0.7445740"," 0.7463940","-0.1045150","-1.1933929"," 0.2459354"," 0.9885796"," 0.9310109","-2.0137468"," 0.3197280","-0.7724577"," 0.8849374"," 0.4143785","-2.3703796"
"10.02_643.2929m/z"," 1.04396355"," 0.81763497","-0.72732372","-0.64744947"," 0.45831344","-0.48608261","-0.71223695"," 0.13546357"," 0.58880187"," 0.49640088"," 2.33260800","-1.36829313","-0.02792114","-1.90680248"," 0.66708262","-0.47265170","-0.89860225"," 0.99477986","-0.94119671"," 0.65351140"
"10.39_643.2910m/z"," 1.07480488"," 0.31293348","-0.15759055","-0.81119104"," 0.34825019","-0.21114621","-0.58366140"," 0.21565722"," 0.62712708"," 0.86557971"," 2.53344920","-1.72791459"," 0.08251395","-1.69478582"," 0.16353465","-0.52262308","-1.12699019"," 0.74338802","-0.75634076"," 0.62500527"
"8.52_643.1956m/z","-1.22567423"," 0.55860939","-1.37425909","-2.27259652"," 0.07693162","-0.42310011","-0.29504509","-0.30211061","-1.99992668"," 0.16573834"," 0.69207150"," 1.02837039"," 0.45241054"," 0.31044196"," 0.70864493"," 0.76384870"," 0.61206709"," 0.50706203"," 1.28561868"," 0.73089716"
"9.00_642.2244m/z"," 0.75825707","-1.21319718","-1.15065755","-0.69376260"," 0.63492365","-0.45081100","-1.07413250"," 0.67268881","-0.54216917"," 0.48877942"," 0.25994196"," 1.42119727"," 1.73146379","-0.20783332"," 0.53169166"," 1.61034276","-0.57217854","-1.99093974"," 0.09804094","-0.31164573"
"9.93_639.1692m/z"," 0.690244703"," 0.349494819"," 1.187376802"," 0.002851863"," 1.124323787"," 0.362752957"," 0.564325131"," 0.855522851","-3.357082171","-0.489806312"," 0.861533056","-0.117275913","-0.172167104","-1.109501307","-0.064254207"," 0.578389345","-0.663983521"," 0.076105144","-0.299538003","-0.379311921"
"9.83_637.5228m/z"," 0.96974703","-1.50704298","-0.83598150"," 0.65582434","-2.11411237"," 1.46253049"," 0.47648856"," 1.62781308"," 0.78721455"," 0.65899360"," 0.51570065","-1.32430683"," 0.13591640","-0.58503520"," 0.79828102","-0.53493553","-0.41204485","-0.03177207","-0.80133285"," 0.05805448"
"10.14_637.5188m/z"," 0.84504536","-0.77920315"," 0.29021409"," 1.05108924","-0.56183515"," 1.07265786"," 0.61841716"," 1.59393723"," 1.33982547"," 1.02700859"," 0.03654817","-1.06898740","-0.54253632","-0.91459477"," 0.53189706","-0.54107099","-1.34666592","-1.45977839","-1.53008586"," 0.33811773"
"9.35_633.4934m/z","-0.18820224","-1.23635372","-2.03387857","-0.60290529","-0.79705328","-1.53704186","-0.74148772"," 0.03304117","-0.06660180","-0.78762935","-0.11617892"," 0.76111943"," 0.33180478"," 0.54385463"," 1.38841742"," 1.02373160"," 1.64008663"," 0.47739205"," 1.11232098"," 0.79556406"
