"","AF_6","AF_8","AF_10","AF_12","AF_14","AF_17","AF_19","AF_21","AF_23","AF_25","GF_7","GF_9","GF_11","GF_13","GF_15","GF_18","GF_20","GF_22","GF_24","GF_26"
"Label","AF","AF","AF","AF","AF","AF","AF","AF","AF","AF","GF","GF","GF","GF","GF","GF","GF","GF","GF","GF"
"9.86_387.1852m/z"," 1.0115324"," 0.7717615"," 0.6297180"," 0.5568024"," 0.5568367"," 1.0373492"," 1.6269214"," 1.0400392"," 0.5089542"," 1.0806279","-1.2354134","-1.3598702","-1.0524252","-1.2114971"," 0.2373115","-0.8732737","-0.2073254","-1.2658453","-0.8894482","-0.9627561"
"9.92_386.3472m/z","-0.12252727","-0.83930924"," 1.81292951"," 1.92982458","-0.34150989"," 0.29888042"," 0.80569858","-0.53408440"," 0.88044806","-1.39267599"," 0.66382766","-0.01244200","-0.73733290","-2.23236868","-1.09365672","-0.04487663"," 0.19126175"," 0.30584560"," 0.15489485"," 0.30717270"
"7.95_386.3270m/z","-2.2410988","-1.0305447","-1.0792533"," 0.1942252"," 0.4275496"," 0.6280248","-1.5087911","-0.4236411","-1.1356093","-0.1791251"," 0.5869062"," 1.0152367","-0.9256004"," 1.3544367"," 0.6496818"," 0.3818834"," 0.8860973"," 0.9120697"," 0.7569285"," 0.7306239"
"10.11_386.2489m/z","-0.3021285"," 0.6372944"," 2.1373699"," 0.8289855"," 0.5179318","-1.2837876"," 0.8005525"," 0.4648416","-1.5296076","-1.4422183","-0.4451875"," 1.2972901"," 0.4604415"," 0.2870972"," 1.0392906","-0.4878448","-1.0402119","-0.5242015","-0.3908878","-1.0250196"
"8.40_386.1450m/z"," 0.89050478","-0.55239148","-0.27467176","-0.52731981","-1.63883438","-0.62668313"," 1.77463995"," 1.66992439"," 1.38865928","-0.91898175"," 0.02812302","-0.25427755"," 0.47397390","-0.81884453"," 0.04729610"," 0.88784662","-1.59114296","-0.61322757"," 0.99301187","-0.33760499"
"10.84_385.4159m/z","-0.09321040"," 0.56271424","-0.77008814"," 0.10962792","-0.25682448"," 1.02264017"," 0.33602839"," 0.28285423"," 1.22124152"," 0.86401294"," 0.46509102","-0.20298504"," 0.01309279","-2.68642863","-1.03846461"," 1.18372835","-0.89568863","-0.07177207","-1.39470606"," 1.34913647"
"9.47_384.2055m/z","-0.15488779"," 1.26172283","-0.09875212","-0.68257288"," 0.45480972","-0.41725435","-0.31584329"," 0.84519762","-2.52462082","-1.48424003","-0.57703069"," 0.67053817"," 1.42926470"," 0.53324328"," 0.80078802","-1.19472581","-0.35183179"," 1.22329775"," 0.00147548"," 0.58142200"
"10.41_383.4002m/z","-0.59291517"," 0.24112478","-0.27804034","-0.35235204","-0.64213294","-0.18564300"," 0.17238061"," 0.51075280"," 2.09126526"," 0.73140918","-0.47170962","-0.02653578"," 1.11284258","-2.00799589","-1.16345893","-0.12558441","-0.10928675"," 0.45206815","-1.32983220"," 1.97364371"
"9.79_383.2646m/z"," 1.35352266"," 1.17824902"," 1.70867890"," 1.18903787","-0.99448446","-0.56738628","-0.51708139","-1.05817132","-1.89862406","-0.86335325"," 0.53706562"," 1.59032168","-0.05821862"," 0.63710039","-0.42423347","-0.45768807","-0.29185943","-0.72635065","-0.40536973"," 0.06884459"
"10.13_381.3844m/z","-0.63733541"," 0.53004661","-1.12367388"," 0.47093017"," 0.07188911"," 0.99890278"," 0.12463109"," 0.67760941"," 1.67277826"," 0.78668011"," 0.48558677","-0.39376629"," 0.76288702","-2.06114427","-1.24097294"," 0.08310644","-0.73318205","-0.13915531","-1.67660609"," 1.34078847"
"10.20_381.2796m/z"," 2.02037836","-1.08195102"," 0.45063982"," 0.48383881","-1.14305746"," 0.77917289"," 1.57992545","-0.14352008","-1.07286062","-0.02208292"," 0.34501101"," 0.22443251","-1.50745024","-0.33829670","-0.21668389"," 0.19752701"," 1.28027397","-0.33435074"," 0.30042475","-1.80137091"
"7.26_379.2123m/z"," 1.39015127"," 0.76808952","-0.12989343","-0.42921228"," 0.51504379","-1.21658759","-0.07736866"," 0.96239262","-0.65404634","-2.71378513"," 0.18780560"," 0.76760020"," 1.53598043"," 0.04218308","-0.43203673"," 0.53251958","-1.38770954"," 0.52655906","-0.34892200"," 0.16123656"
"8.54_379.2107m/z"," 1.40421430"," 0.25080231"," 1.04916272"," 0.90278540"," 0.66186815"," 0.06396828"," 0.20382054"," 0.83560704"," 0.39890493","-0.84464455"," 0.29448366"," 0.15010074"," 0.27725835","-0.87696475"," 0.24909210"," 0.10204536","-1.22649931"," 0.41896804","-1.45818658","-2.85678673"
"7.74_379.2101m/z"," 1.2895087","-0.4464259"," 0.7693501"," 0.5727798"," 1.1446600"," 0.2009983","-0.1975717","-0.5688433","-1.2387834","-1.3196048"," 1.8206050"," 0.7394754"," 0.3473244","-0.1847237"," 0.3009746"," 0.4757645","-0.9069779"," 0.4218059","-1.0144141","-2.2059020"
"9.17_379.2068n"," 1.51064617"," 0.81762400"," 2.46017586"," 0.58712041","-0.56294785","-0.45391421"," 0.20895127","-0.09680476","-0.51090079","-1.27904566"," 0.24664100"," 1.74415955","-0.03813951"," 0.03386681","-0.74488594","-0.62776256","-0.66217407","-0.94487975","-0.41412629","-1.27360367"
"9.37_379.2044m/z","-0.09856106","-0.12259734","-0.56239496","-0.93322986","-0.02078500","-0.58391282","-1.89639940","-0.97000028","-0.62045585","-1.56483288"," 1.15959320"," 0.57241872"," 1.86492874"," 1.08576226"," 0.88899799"," 1.03434556"," 0.10599784"," 0.92503684"," 0.56970813","-0.83361984"
"9.46_379.1395m/z","-0.2016160","-1.0235371"," 0.1597535"," 1.1172256","-0.4281957","-0.9736084","-0.2451077"," 1.6367791"," 2.0308840"," 0.3713048","-0.7623116","-0.5247907","-1.4580458","-1.1967552"," 0.4304687","-0.4181873","-0.6031201"," 0.8375147"," 1.5958059","-0.3444609"
"7.89_379.1074m/z"," 0.81782321"," 0.12463403"," 0.64410075"," 0.52919838"," 1.14175744"," 0.38524016"," 0.81250174"," 0.36295644","-1.35156563","-2.32753813","-0.44495896","-0.04589579"," 0.63783761"," 0.78388597"," 1.06258522","-1.09688161","-1.53612525"," 0.62278648"," 0.21394824","-1.33629030"
"9.30_378.2759n"," 1.66617078"," 0.98871609"," 1.97080498"," 1.45644984","-0.30739059"," 0.37684173"," 0.96563970","-0.08059558","-0.76728317","-0.31402663","-0.25324291"," 0.86614551","-0.94699482","-0.42197297","-0.61112703","-0.42681121","-1.12655535","-1.59769705","-0.51977412","-0.91729717"
"11.96_376.3172m/z","-1.13969662","-1.52685507","-1.31864992"," 0.09040054"," 0.42960439","-1.00914813"," 0.31691156"," 0.70077827"," 1.62192730"," 0.60621191","-0.21786994"," 0.90094999"," 0.44820215","-0.37233929","-0.30036376"," 1.32590090"," 0.31340228"," 0.67206447"," 0.65149461","-2.19292565"
"9.62_376.2707m/z"," 1.36452694"," 0.94769742"," 2.28890186"," 1.71805186","-0.46284790"," 0.41231193"," 0.90593826"," 0.37557376","-0.37702328","-0.15511065","-0.60558705","-0.59612809","-1.11242447","-0.60598017","-0.18450538","-0.61967793","-0.73990075","-1.14208497","-0.01891758","-1.39281382"
"7.08_376.1391m/z"," 2.66981047"," 0.76823462"," 0.00445949"," 0.12327469"," 0.21288703"," 0.38130482"," 0.73361896","-1.03049937","-1.93435895"," 0.04295713"," 0.37337686"," 0.50742518"," 0.23342641"," 0.25556860"," 0.47160213"," 0.39547616","-1.38100660","-0.74515386","-0.72015573","-1.36224803"
"7.16_375.2529n"," 0.37367246","-0.25908274","-0.32010401","-0.10000723","-0.37040219","-0.29104406","-0.68100814","-0.13769111","-0.24185325","-0.60105776"," 3.89984713","-0.01981492","-0.18420800","-0.46787682","-0.14957735","-0.46676044","-0.48551476","-0.13319767"," 1.15407804","-0.51839718"
"9.17_375.1876m/z"," 0.04453301"," 0.38563409","-0.69132056","-1.22043317","-1.07378204","-0.62870536","-0.19271854"," 1.04193995"," 1.51822557","-0.52064539"," 1.44179545"," 1.34914158"," 1.01335475","-0.14561839"," 0.03472596","-1.28114394"," 0.57242436"," 0.08507880","-2.13303751"," 0.40055136"
"9.81_375.1817m/z","-1.6067955","-0.6305992","-1.1988494","-0.9910689","-0.4965730","-0.4804119","-0.7110556","-1.8519438","-0.7713172"," 0.2136324"," 0.9316279"," 0.2478404"," 0.5665759"," 1.2607206"," 0.2729371"," 0.8152025"," 1.2159979"," 1.0137368"," 1.2450041"," 0.9553386"
"6.74_374.1923n"," 1.99311743"," 0.68093128"," 1.12761986"," 0.15423487"," 0.34930621","-0.63851032","-0.88979969"," 0.30138941","-2.05196116","-1.14209833"," 0.04180471"," 0.59124494"," 1.43746382"," 0.48570138"," 0.06229238"," 0.69268211","-0.38689990","-0.54030612","-1.44236432","-0.82584857"
"9.37_374.1553m/z","-1.2755688","-0.7627792","-1.2145135","-0.8715548","-1.2906208","-1.0473833","-0.8191807","-0.8362959","-0.7880187","-0.4122397"," 0.8372549"," 0.8262717"," 0.5928380"," 0.8571731"," 0.4379143"," 0.9607000"," 0.9077868"," 0.9745752"," 1.4646095"," 1.4590318"
"8.77_373.1794m/z"," 0.28972342"," 0.69299597"," 0.02874386","-0.44957906"," 1.49526427","-0.40852124","-0.93426553"," 1.88319059"," 1.51943680","-0.61224030","-1.47081726"," 0.23179492"," 0.64748450","-0.49953565","-0.27981731","-1.82827509","-1.38887645"," 0.61630808"," 0.27115070"," 0.19583479"
"10.84_371.4006m/z","-1.3553990"," 0.8439317","-0.7798282"," 0.8354558"," 0.5292155"," 1.1997292"," 0.3546149"," 0.2840901"," 1.1601247"," 0.7473029","-1.0109565","-0.0516624"," 0.3035040","-2.2631266","-1.0352198"," 0.9940588","-0.7390711","-0.7981921","-0.4831515"," 1.2645796"
"8.72_371.3402n","-0.85941046","-0.66202751","-0.51528962","-0.98564652","-0.25407124"," 2.72325437","-1.10785522"," 0.68308136"," 0.04897967"," 0.18703694"," 0.31893537","-0.06630449"," 0.39645429","-0.59827021","-0.70976375"," 2.42024600","-0.17983650","-0.55423944","-0.21790801","-0.06736501"
"8.54_371.3395n"," 0.74901307"," 0.10829988","-0.34832308"," 1.36440124","-0.18402227"," 0.90706827","-0.82836421"," 0.86263095"," 0.56022888"," 1.06141188"," 1.51378439","-1.38224862","-1.13751135","-1.59528728","-0.84592990"," 1.09535362","-0.05354777"," 0.40013690","-0.93275435","-1.31434025"
"8.34_371.3272m/z","-0.748276024"," 3.352350811"," 1.954056275"," 0.249025967"," 0.000713667","-0.458025047","-1.056897057","-0.246207017"," 0.161240435","-0.069278850","-0.212658180","-0.017112819","-0.963961491"," 0.048402961","-0.203350824","-0.420170902"," 0.067573255","-0.467963406","-0.570702845","-0.398758907"
"8.79_371.1856m/z","-1.63003417","-0.48028492"," 0.34578236","-0.88611432"," 1.59076906"," 1.17435270"," 0.71123009"," 0.23753725"," 0.08427696","-0.17585327"," 0.59016952","-0.23650433"," 1.90636293"," 0.02062054"," 0.18445563","-1.27192699","-1.64013485"," 1.04041382","-0.71327835","-0.85183966"
"9.33_371.1025m/z"," 0.94602250","-2.27681472","-1.83484394","-0.76138285"," 0.74190570"," 1.02491452","-0.45614624"," 0.36489609"," 0.35603556","-0.14468817","-0.76214294","-0.07502058","-1.06401087"," 0.26086575"," 1.30875280"," 1.27508807"," 0.63655090"," 0.66024345","-0.77037540"," 0.57015035"
"10.33_371.1022m/z"," 1.039012948"," 0.184035572","-2.209845679"," 0.510667486"," 1.007291901"," 0.036953139","-1.618842477"," 0.382647876"," 0.401809851"," 0.765749122"," 0.234613022","-1.617139266"," 0.680728174","-1.725809969"," 0.612619003","-0.235950203"," 1.040525866"," 0.733237176","-0.219502292","-0.002801251"
"9.71_371.1017m/z"," 1.85609284"," 0.43534311"," 0.69304887","-0.45651210","-0.28719421","-1.55043747","-0.88975456"," 0.06390834"," 0.39597143","-1.67367664","-1.32474645"," 0.79555184"," 0.67178423","-0.36308763","-0.82765073"," 1.13468513"," 0.96256896"," 0.91199238"," 0.61620984","-1.16409718"
"9.94_371.1017m/z"," 1.6538526","-2.3978063","-0.1324001","-1.0012357"," 0.8877705"," 0.5206393"," 1.0404117"," 0.5573108","-0.4060348"," 0.4873643"," 0.7527290"," 0.5577141","-0.1579593","-0.6275350"," 1.1078821","-0.3233911","-0.9590459"," 0.6934998","-0.9373721","-1.3163940"
"8.69_370.3327m/z","-0.34823377"," 0.36793458"," 0.21868842","-0.04978587"," 0.10938036"," 0.94190614"," 0.81118898","-0.67675553","-0.17377359"," 1.51342113"," 1.49732868"," 0.39539244"," 1.39027881","-0.84690900","-2.48107224"," 0.39875446","-1.29863284","-0.31515552","-0.45194165","-1.00201400"
"8.92_370.2956m/z","-0.13162315","-0.19048756"," 0.96525199","-0.17199222","-0.20237587"," 0.73085134","-1.67110638"," 0.25038826"," 0.95658430","-2.70628199"," 1.05929035"," 1.37321896"," 0.80128263"," 0.21853393","-0.06613211","-0.88394059"," 0.01738721"," 0.91802448","-0.32784430","-0.93902930"
"10.52_369.3851m/z","-1.12554331"," 1.20438589","-0.93475907","-0.14512596","-0.24502086"," 0.71808962"," 0.31590900"," 0.04090714"," 2.26075866"," 0.09241107"," 0.18847510","-0.51745327"," 1.40518533","-1.81880377","-1.52029303","-0.15367804","-0.16389835"," 0.42816533","-0.86914793"," 0.83943644"
"8.50_369.3843m/z"," 1.259634676"," 0.976410372"," 0.393881349"," 0.057336147"," 0.605066831"," 0.174954286","-0.445991544","-2.224053370","-0.009588762","-0.725950359"," 1.085815633"," 0.584315616","-0.160951395"," 0.744356046"," 0.387407731","-0.162737291","-1.579443567"," 0.012935168","-2.065758667"," 1.092361102"
"11.85_369.3525m/z"," 2.22157163"," 0.60131294"," 0.60036004","-0.56493897","-0.37131747"," 0.41132184"," 0.14093198","-0.64134247","-1.81601312","-1.73881248"," 1.96095712"," 0.66821755"," 0.22590447","-0.11557572","-0.10286234","-0.09142694","-0.12141048","-0.30552420"," 0.23292471","-1.19427808"
"11.91_369.2917n"," 0.92390241","-0.60199668"," 1.04368715"," 0.09148578"," 0.62526796","-0.10915188"," 0.53548590","-0.25824993"," 1.74724553"," 0.89309804"," 0.23553663","-1.65898086","-0.07226354","-1.52017913","-1.04991289","-1.27175146"," 1.27647363"," 0.97501815","-0.78515046","-1.01956433"
"8.13_369.2245m/z"," 1.09684848"," 0.73344033"," 0.30206342","-0.60319283"," 1.56087782","-0.01717333","-1.15747014","-0.21583239"," 1.56337464","-2.39820792","-0.34559244"," 0.15174131"," 0.35663802"," 0.38150094"," 0.16085785"," 0.18069319","-1.25098204"," 0.34863495"," 0.64018531","-1.48840518"
"8.70_368.3531m/z","-0.5197505","-1.1436631"," 1.2804631"," 0.3140475","-0.5049172","-0.7590500","-0.7458710","-1.3724853"," 1.5591262"," 0.8132230","-0.3722585","-0.3946112"," 0.8355066"," 1.1052569","-1.1825770"," 0.3938067","-1.1000201","-0.8460345"," 1.0527944"," 1.5870140"
"11.36_367.3823n","-0.04389632"," 0.57026452","-0.04742735"," 0.60726209","-0.32647817"," 0.68971219"," 0.67728688"," 0.75243836"," 1.58148404"," 0.91555803","-0.25671211"," 0.61814493"," 0.37326482","-2.55399636","-1.37788129"," 0.90929078","-1.22999296","-0.11422041","-1.35829950","-0.38580218"
"10.13_367.3690m/z"," 0.19611816"," 0.62803766","-0.85767063"," 0.46287880"," 0.17884308"," 0.80934306"," 0.08116759"," 0.72366611"," 1.65721428"," 0.61222901"," 0.39412615","-0.99858937"," 0.72637772","-1.86015342","-1.80101666"," 0.35419139","-1.15099933"," 0.37426650","-1.52279095"," 0.99276085"
"9.75_367.2824m/z"," 0.88617359"," 0.95071203"," 1.26605394"," 1.29885955","-1.58507665","-0.53693884","-0.27257935","-1.39188177","-1.49720144","-0.57067160"," 1.29762823"," 1.34134709","-0.35228769"," 0.81772718","-0.17071960","-0.06976536","-0.23483102","-1.24285697"," 0.63703560","-0.57072693"
"8.67_367.2043m/z"," 1.17242243"," 0.17184689"," 0.50894303","-0.48925394"," 0.77634978"," 0.52332795"," 0.23338913"," 0.14358311"," 0.58699393","-0.94979585"," 0.05306641"," 0.97884047"," 1.58111136","-0.60215025","-0.74056713"," 0.29551119","-1.49860342"," 0.94158667","-1.33732319","-2.34927858"
"8.80_367.2036m/z"," 0.75227810"," 0.43091221"," 0.84012304","-1.15979734"," 1.12631148","-0.34569676","-0.78135568"," 0.93490137","-0.38486919","-1.56737432","-1.34419479"," 1.17093665"," 1.52176669","-0.01455598"," 0.15865405","-0.44818542","-1.23926874"," 1.53139056","-0.13241888","-1.04955706"
"10.36_366.3211n"," 1.08831888","-0.29145061"," 1.75512456"," 1.92540379","-0.61447177"," 0.26944840","-0.63193333"," 2.17811401","-0.66732386","-0.72883629"," 0.41999878"," 0.10127341","-0.09998602","-0.56544609","-1.31086382","-0.74833630","-0.40341803","-0.04058444","-1.01365970","-0.62137157"
"8.55_366.3004m/z"," 0.99023746"," 0.26490486"," 0.35323043"," 0.28288374"," 0.77890957","-0.81958894","-0.09384210"," 0.01811026"," 1.81787050"," 0.98919281","-0.57487465","-1.58950309"," 0.49271952","-0.74346000","-1.04993444"," 1.72483775"," 0.55108561","-1.40758657","-1.29945136","-0.68574138"
"9.25_365.3057m/z","-0.6055853","-0.8618201","-1.7441409","-0.3490902"," 0.9466427"," 1.0460289"," 1.3201386"," 0.5259474"," 1.4758817"," 1.3079125","-0.2361433","-1.9861765","-1.1487969","-0.5053561"," 0.2642925"," 0.2627229","-0.7053072","-0.1048550"," 0.5134952"," 0.5842091"
"9.99_365.3030m/z"," 1.3062937"," 0.4343561"," 1.5004071"," 1.1821828"," 0.2558418"," 1.1735238"," 1.6178979"," 0.6465621","-0.1285752"," 0.7377918","-1.0497907","-0.6609852","-1.2623112","-0.9058676","-0.3509803","-0.9836901","-0.6707459","-1.2127814","-0.5641208","-1.0650089"
"10.27_365.3018m/z"," 1.6886573"," 1.1303596"," 1.8736070"," 1.0242892","-1.0069096","-0.7754207","-0.5175594","-0.6003869","-0.8071821","-0.6245366"," 0.6082280"," 1.8336179","-0.3431813"," 0.4716625","-0.6484423","-0.5990940","-0.8025405","-0.9505672","-0.7697726","-0.1848283"
"8.77_365.1052m/z","-1.52156213"," 0.47364072"," 1.07518572"," 0.09179950","-0.31197541","-0.66030996"," 0.39675631","-1.24675231"," 0.26890219"," 0.48717511","-0.63459414"," 2.17121579","-1.86814115","-0.53642770"," 0.79025035","-0.02110788","-1.06672839"," 0.18294868"," 0.65791322"," 1.27181150"
"9.18_364.2165m/z","-0.22201013"," 1.74314992","-0.30598208"," 0.27547693"," 0.14270757","-0.39972177","-1.38288711","-0.59844640","-0.02121454","-0.59850942"," 1.45645047"," 1.26874901"," 1.49198462"," 0.77917682"," 0.10573937","-1.12362486"," 0.42473043"," 0.07534122","-1.36859177","-1.74251829"
"9.37_364.1709m/z","-1.1966829","-0.7252710","-1.1549580","-0.9889494","-1.2416167","-1.0472230","-0.6189559","-1.0665833","-0.6560562","-0.7772396"," 1.2563848"," 1.0589798"," 0.9900015"," 1.0126526"," 0.3224222"," 0.9307570"," 0.9089267"," 0.9602970"," 1.1675678"," 0.8655466"
"9.11_363.2911m/z","-0.9988655","-0.5530859","-1.8690669","-1.1972140"," 0.2502797"," 0.1787879"," 0.5607899"," 0.6710969"," 0.3296784"," 0.4416929","-0.4551442","-2.2439630"," 0.2305049","-0.4627813"," 1.0226465"," 0.6643372","-0.2577427"," 1.2011348"," 1.3062565"," 1.1806577"
"9.91_363.2876m/z"," 1.77154079"," 1.31047150"," 1.97201112"," 1.51757600","-0.80370551","-0.09982218"," 0.23351669","-0.82515430","-0.97207706","-0.24785552"," 0.18810486"," 1.03484274","-0.64233250"," 0.22270355","-0.60971729","-0.55726166","-0.76998057","-1.26848259","-0.87629896","-0.57807912"
"10.14_363.2871m/z"," 0.34915228","-0.05284779"," 0.95951960"," 0.24499523","-1.28231664","-0.88671204","-0.64760411","-0.93130040","-1.49034018","-0.63703095"," 0.78310848"," 2.70414416","-0.01158087"," 1.48705065","-0.32367036","-0.27508542"," 0.44699368","-0.89785074"," 0.47610117","-0.01472572"
"8.32_363.2139m/z","-0.64272116"," 0.04691952","-0.26771118","-0.19658929","-0.71277467","-1.12284556","-0.98539827","-1.08689574","-0.74387442","-1.10302347"," 1.81632009"," 1.74844259","-0.06898661"," 0.72567090","-0.57909716","-0.24314684"," 1.13540196","-0.11048712"," 0.37625253"," 2.01454389"
"10.13_363.1977m/z"," 0.72257926","-0.09241924"," 0.57124225"," 0.34172443","-0.24630943"," 1.10804829"," 2.19813191"," 0.94961908","-0.49365161"," 1.09935104","-1.22649040","-0.81443816","-1.65278244","-1.55992380"," 0.36334976"," 0.12975799"," 0.17674392","-1.26891589"," 0.28445176","-0.59006873"
"9.75_362.3039m/z"," 0.65787712"," 0.20123908"," 1.50316053"," 0.85501909","-0.79435199"," 0.07924975"," 0.95291744","-0.48571125","-1.47576810"," 1.62716894","-0.27019374"," 0.20989897","-1.36675522","-0.56096658","-0.65413358"," 1.35424496","-0.34217371","-1.88528569","-0.35881032"," 0.75337431"
"9.86_362.3037m/z"," 0.8621482"," 1.3515479"," 2.5504090","-0.5551575","-0.4766500","-0.5612082","-0.3131796","-0.3539201","-0.8323531"," 1.2597977","-0.9144292"," 0.7200645","-0.5387089","-0.3202289","-0.6614550"," 0.9618721","-0.8057147","-1.3030093","-0.7806486"," 0.7108238"
"9.15_362.3036n"," 1.00008342"," 0.28384837"," 2.47468930","-0.14255872","-0.20211721","-0.15454906"," 0.06834850"," 0.06643372"," 0.32031291","-1.05622896"," 1.26670641"," 1.28475360"," 0.23755217","-0.38518528","-0.40524981","-0.03398258","-1.10661315","-0.33713759","-1.10691365","-2.07219238"
"9.62_362.2464m/z"," 0.5808230"," 0.8398078"," 1.5319256"," 1.4250670"," 0.2595976"," 1.0146176","-0.2660924","-0.3012224","-0.4337387","-0.5286772"," 0.4295484","-0.3583713"," 0.7042089","-0.7421526"," 0.3621576","-1.4230352","-2.6135574","-0.8112156"," 0.7954766","-0.4651674"
"11.74_362.2143n"," 2.1492163"," 0.3841194"," 0.4018949"," 0.2728096"," 1.1432652"," 0.2895735"," 1.4769352","-0.7737321","-0.8301357","-0.4860585"," 0.5178393","-2.0617413"," 0.0652277","-0.8105123","-0.2562740","-1.0940596"," 0.3112735","-1.0395453","-0.6120378"," 0.9519419"
"8.79_361.2745m/z","-0.51293360","-0.14062067","-2.21590052","-0.15717091"," 0.64622667"," 0.59487535"," 1.42530946"," 1.10215171"," 1.41814278"," 1.03410785","-0.64326954","-2.25158566","-0.69592372","-0.28847279"," 0.36150157"," 0.09880252","-0.10160640","-0.36211705"," 0.10538407"," 0.58309888"
"8.90_361.2743m/z","-0.08754475"," 0.11303735","-1.76852109"," 0.04686973"," 0.82496508"," 0.82686173"," 1.73140145"," 1.35615926"," 1.38225727"," 0.98766824","-0.70100864","-2.25104535","-0.44483788","-0.81148218"," 0.04568831","-0.25995072","-0.19907880","-0.40265938","-0.20814974","-0.18062992"
"9.39_361.2719m/z","-0.8657240","-0.9166403","-0.6021798","-0.6039416","-1.5113231","-0.8132886","-0.3859114","-1.0126066","-1.3583802","-0.8992539"," 1.1949211"," 1.1261609"," 0.0273594"," 0.9961543"," 0.3142648"," 1.0170414"," 1.3164358"," 0.6023392"," 1.4804086"," 0.8941637"
"10.36_361.1924m/z"," 1.8688289"," 0.5758372","-0.6093252","-0.8606759"," 0.5681071"," 0.5094286"," 0.6258342"," 0.1642268"," 0.2980781","-1.6410850"," 0.4881755"," 0.2817272"," 0.4203121","-0.6979316","-1.0804651","-0.4239038"," 0.3420878"," 1.9577527","-1.6372772","-1.1497327"
"6.39_361.1795m/z"," 1.73358924"," 0.33267017","-0.34253388"," 0.82361976"," 0.78852543"," 0.05104802","-2.33523860"," 1.85945904","-0.58794721","-1.12683902","-0.94735268"," 0.35927085"," 0.44082910"," 0.18583121","-1.00209900"," 0.42384674","-0.12731757"," 0.66149923","-0.18589658","-1.00496425"
"9.34_361.1486m/z","-1.31096092","-0.97782388","-1.56145032","-0.96195808","-1.15999404","-0.64948936","-0.61830646","-0.90432170","-0.78406696","-0.04773002"," 0.56847408"," 0.39711242"," 0.51930945"," 0.57734284"," 0.75595317"," 1.44129195"," 1.41913088"," 1.15435949"," 1.04365856"," 1.09946889"
"7.88_361.1348m/z","-0.498870064","-0.425631450","-1.013175625","-0.562817380"," 0.679150103"," 1.431592356","-1.300462724"," 1.465471245","-0.628571867","-1.519042673"," 0.571792128","-0.071067264"," 1.469518008"," 1.371070341"," 1.185022931","-0.198815003","-1.456947214","-0.003302802","-0.008418781","-0.486494263"
"10.32_360.2639m/z"," 0.6703431","-0.3017322","-0.0606994","-0.2346093"," 0.7399265"," 0.4805687","-0.8215967"," 0.5574921"," 1.6801781","-0.7536908"," 0.8996650"," 0.6619300"," 0.5379066","-0.5577180","-0.3099604","-0.1961862"," 0.8116406","-0.9557011"," 0.2548228","-3.1025799"
"9.61_360.2616n"," 0.75032891"," 0.84799346"," 2.40974396"," 0.75622064","-1.23903287","-0.61853811","-0.78740963","-0.43015656","-1.55645841","-0.56340941","-0.19308422"," 1.93847682","-0.83742949"," 0.07681313","-0.55702484"," 0.14000948","-0.28410550","-0.52695959","-0.14191876"," 0.81594099"
"9.07_360.0360m/z"," 0.6480761","-0.7880759"," 1.5478381"," 1.0881954","-0.1695359","-0.1733860","-2.4047645","-0.5051633"," 0.4988779"," 1.8868735","-0.3043497","-0.5524402","-0.6988419","-0.4439063","-0.4254265","-0.6981059"," 0.9355556","-0.3823623","-0.3223598"," 1.2633017"
"11.31_359.1577m/z"," 0.4214727","-0.4521725","-0.6238140","-1.2504936"," 0.3429559"," 0.6237330","-0.6138066","-0.1229349","-1.5016843","-0.6778479"," 0.4056192","-1.1792872","-0.5690780"," 0.8608966","-0.3974383"," 0.5768768"," 0.4848820"," 0.2265678"," 0.3592126"," 3.0863404"
"9.34_359.1525m/z","-1.24967569","-1.00508351","-1.52768887","-0.96223091","-1.16567610","-0.63633180","-0.56623802","-0.96124826","-0.79825020","-0.01970624"," 0.61511984"," 0.40560934"," 0.42048136"," 0.51983272"," 0.67793516"," 1.53092818"," 1.50500908"," 1.06775474"," 0.99117503"," 1.15828417"
"6.84_358.1830n"," 0.205008336"," 0.407666270"," 1.306093524","-0.768735283"," 0.912243095"," 0.741526482","-2.279822922"," 0.015986259","-0.393139302","-1.326241221"," 0.861874888"," 1.032788180"," 1.326430083","-0.147700860","-0.064153904"," 0.817326444"," 0.069273021"," 0.001240624","-1.215521776","-1.502141938"
"6.12_358.1642n"," 1.48188800"," 1.72809464"," 1.52368673","-0.01293855"," 0.31701725","-0.34462971","-1.41762554","-0.14770681","-2.25645960","-1.15705869"," 0.52257935"," 0.55051634"," 1.11747378"," 0.21200509","-0.12812173","-0.12171763","-0.37098365","-0.35814637","-0.55465739","-0.58321552"
"9.02_357.2419m/z"," 1.68804411","-0.02221449"," 2.07197519"," 1.39578909","-0.70069393"," 0.80079362"," 0.25825069"," 0.21006332","-0.64802119","-0.04106363"," 0.51579443"," 0.91139124","-0.40174592","-0.10659943","-1.29492170","-0.69319608","-0.61853039","-0.56074771","-0.99529858","-1.76906864"
"8.09_356.3530m/z"," 1.19002879","-0.30138262","-0.80690902","-0.40566264","-1.46656523","-1.16873376","-1.30849323","-0.15083585","-1.40487039","-0.42246920"," 1.15511511"," 0.60062301"," 2.29945438"," 1.21110823"," 0.11837261"," 0.15234314","-0.07503888"," 0.17095682"," 0.83765128","-0.22469253"
