"","AF_6","AF_8","AF_10","AF_12","AF_14","AF_17","AF_19","AF_21","AF_23","AF_25","GF_7","GF_9","GF_11","GF_13","GF_15","GF_18","GF_20","GF_22","GF_24","GF_26"
"Label","AF","AF","AF","AF","AF","AF","AF","AF","AF","AF","GF","GF","GF","GF","GF","GF","GF","GF","GF","GF"
"8.98_256.0876m/z","-0.405038550"," 0.500843309"," 0.531022426","-1.767600051","-1.182772046","-2.291191737","-0.174443042"," 0.331217312","-0.039019375"," 1.387492674"," 1.962607189","-0.195268954","-0.468013962"," 0.557583691","-0.272222973","-0.006093718"," 0.371903027","-0.405848057"," 0.312328410"," 1.252514427"
"6.46_256.0728n"," 0.007169273"," 1.664773725"," 0.140721484"," 0.286847930"," 0.672599948","-0.595339871","-1.899119791"," 0.703268378","-1.354297582","-0.535352706","-0.425304089","-0.119135722"," 1.455273561"," 2.217040582","-0.510794056","-0.138709991","-1.075070158"," 0.274135333","-0.561704467","-0.207001782"
"10.43_254.2863m/z","-0.1775706"," 0.7455051","-0.3319127"," 0.8122391"," 0.5224158"," 0.7810629"," 0.1120452"," 0.1703674"," 1.0258433"," 0.2968953"," 1.1189651"," 0.1295863"," 0.5894844","-2.6061233","-0.8745058"," 0.5156794","-0.5759381","-0.3725128","-2.3368759"," 0.4553499"
"9.46_254.2253n","-0.1230213","-1.5729172","-0.3919656"," 0.8385861"," 0.1236116"," 0.4536026"," 0.9258938"," 0.7485564"," 1.2666808"," 0.8886444","-1.1595310","-1.5088492","-1.7656937","-1.3123667"," 0.5466314"," 0.7729455"," 0.1617764"," 0.3244802"," 1.3469234","-0.5639879"
"8.70_253.1030m/z","-0.51693511","-0.54224436","-2.67523263"," 0.79300566"," 0.54326476","-1.45190232"," 0.71760622","-0.22237371"," 1.40242789"," 1.37609219"," 0.05587264","-0.79039094"," 0.82250542"," 0.41323628"," 0.30894005"," 0.15678714"," 0.69852599"," 0.58432294","-0.84651209","-0.82699603"
"9.97_251.2363m/z","-0.4418284"," 1.0698916","-0.7668623"," 0.8614092"," 0.3399692","-1.9423026"," 1.9894235","-0.2574378"," 0.9296285"," 0.1619713"," 0.4635591"," 0.3069006"," 0.8860853","-0.8053090","-1.0450084"," 0.2452971"," 1.0208840","-1.6022941","-0.8146916","-0.5992853"
"5.64_251.1262m/z"," 2.10529212","-0.33412291","-0.24998019"," 0.73403691"," 0.42585708","-0.76506918","-0.48897035"," 0.02925553","-0.21826623","-1.62449300"," 0.11034359"," 0.55616852"," 0.65066946"," 0.40251696"," 0.03276923"," 2.00003929","-0.77153906","-1.08797023","-1.83485461"," 0.32831706"
"6.29_251.1261m/z"," 1.282467555","-0.002142501"," 1.060320808"," 0.279251739"," 0.525598083"," 2.221888846","-0.631250542"," 0.986075567","-2.071874501"," 0.006927446","-1.337001947","-0.426389496"," 0.298615767","-0.833292681","-0.257104187","-1.507349256"," 0.207440428"," 0.204389291","-0.227417215"," 0.220846795"
"7.61_251.1261m/z"," 1.26138548","-2.16700988","-1.24214881","-0.67443122"," 0.18188091","-0.19990000"," 1.49311427"," 0.60786635"," 0.52880603"," 0.25640131","-1.25587939","-0.03536563","-0.30341327","-1.21324334"," 0.20232259"," 1.68685998"," 0.35008215"," 0.15032619"," 1.03895204","-0.66660576"
"10.13_249.2217m/z","-1.84474596"," 0.70203651"," 0.08840078","-0.83515186","-0.14047293"," 0.53058469","-0.98874849"," 0.85633963"," 1.47933318","-0.68618914"," 0.63903148"," 0.72383013"," 0.73034761"," 0.44109365"," 0.39135104","-1.04268124","-0.77187635"," 1.33512998","-2.06001311"," 0.45240042"
"9.86_248.1642m/z","-0.09738294"," 0.32504987"," 0.99418774","-0.08790207"," 0.10485757"," 0.36662519"," 1.50744828"," 1.03879458","-0.01105929"," 2.17852347","-0.84256531","-1.18501573","-0.66621577","-1.47310510","-0.19740085"," 0.94720329","-0.30183201","-1.74577850","-0.91590751"," 0.06147508"
"6.64_248.1629m/z"," 1.33954636"," 0.61458007"," 1.04830902"," 1.60737042"," 0.31793999"," 0.86243167","-1.06612058"," 0.01938374","-0.18696161","-1.41594066","-1.39186626"," 0.88474417","-0.24212114"," 0.31439246"," 0.60373100","-0.05249437","-2.10530251","-0.34550276"," 0.30484196","-1.11096099"
"7.46_248.0977m/z","-1.16898760","-0.22454087","-0.02087155","-1.37558733","-0.75151104"," 0.44398769","-1.04644533"," 0.31491340"," 0.81531398"," 1.30763421"," 0.35915137","-1.00138111","-0.60992832","-0.34109548","-0.58378239","-1.42157197"," 1.11441822"," 0.97527058"," 1.51640535"," 1.69860821"
"10.43_247.2430m/z"," 0.63959213"," 0.31948727"," 0.58002477","-1.89460940","-1.06983484"," 0.60736948"," 1.57768729","-0.02662519"," 0.78772485","-0.29270109","-0.26698278"," 0.89619008"," 0.80326974","-1.27710015","-0.62137314"," 0.79413645","-2.26256870"," 0.58906447"," 0.38491648","-0.26766769"
"9.97_247.2428m/z"," 1.1577849"," 0.6725476"," 1.0749141"," 0.7823891"," 0.3837216"," 1.0166131"," 1.3123745"," 1.0120246"," 0.2369834"," 0.8994764","-1.3855453","-0.9180701","-1.6259664","-1.4390936"," 0.1134792","-0.3040948","-0.4952319","-1.3335200","-0.1518975","-1.0088890"
"0.77_245.1156n"," 0.4232994"," 1.0814931"," 0.5737529"," 1.0956648"," 1.2763528","-0.1491153","-0.8582290","-0.9244341","-1.3647947","-0.8296754","-1.4719254"," 1.6761806"," 1.6227655"," 0.2976582"," 0.6436627","-0.1792939","-0.6223583","-0.9394169","-0.6870516","-0.6645355"
"9.30_245.1061n","-0.6334404","-0.9225625","-2.3383564","-1.1602665","-0.2444388"," 0.4563185"," 0.9324191"," 0.6610527"," 0.4426562"," 0.9025081","-0.4934745","-1.9216673"," 0.6189564","-0.2678640"," 0.2394344"," 0.1588088"," 1.3431910"," 0.4025342"," 0.5621656"," 1.2620256"
"9.36_244.2379n","-0.8704649","-0.6783987","-1.1105939","-0.6654139","-0.9569403","-1.0509168","-0.9272357","-1.2477121","-0.9180975","-1.0984979"," 0.9244535"," 0.7796939"," 0.8454475"," 1.0724199"," 0.6224871"," 1.3472696"," 1.3337832"," 0.6927501"," 1.0375265"," 0.8684404"
"10.38_243.2318m/z"," 1.3449819"," 0.7789602"," 0.7591429"," 0.5288246"," 0.5473258"," 0.6666855"," 0.4977518","-1.1966347","-1.3230634","-1.1751212"," 0.9257848"," 0.6896008"," 0.5889706"," 0.5768802"," 0.6580691"," 0.5232633","-1.3136913","-1.1722612","-1.7107433","-1.1947264"
"9.37_243.2118m/z","-1.1806435","-0.8587098","-1.0921622","-1.0135672","-1.2076377","-0.8455994","-0.7799614","-0.8395582","-0.8153006","-0.8065735"," 1.0027484"," 0.9067170"," 0.6499931"," 1.0272440"," 0.3480595"," 1.1295087"," 1.1826087"," 0.7484493"," 1.5369274"," 0.9074576"
"7.41_243.0985m/z"," 1.14132467"," 0.02225042"," 0.53418147","-0.55547428"," 0.77612835","-0.44207078"," 0.44255746"," 1.10192504","-0.76973127","-0.08384587","-1.61451714"," 0.38726478"," 0.96166571","-0.41554098"," 0.74730428","-2.80352980","-0.34150789"," 1.09782950"," 0.49170703","-0.67792068"
"9.07_242.2483m/z"," 0.443950455"," 0.710546639"," 0.001198138","-0.505000049"," 0.836950743"," 0.509719810","-2.127976738"," 0.207485417","-0.202517702","-0.645996075"," 1.556179303"," 0.613790688"," 0.799914469"," 0.586847929"," 0.099456557","-0.739846228","-0.058210271"," 1.293862155","-1.288789160","-2.091566080"
"0.62_242.0343n"," 0.10435115"," 0.85579068"," 0.71833778"," 1.16791322"," 1.26411466"," 0.06174750","-0.61991746","-0.43388234","-1.04658573","-0.93293887","-1.84096597"," 1.69179120"," 1.64332514"," 0.02076924"," 0.70732152","-0.29358950","-0.46529435","-0.55580529","-0.82523689","-1.22124569"
"9.86_241.1579n","-0.57219372","-1.01905512"," 0.71712047","-0.98684020","-0.44199802","-0.21263912"," 0.83561036"," 0.70437912"," 0.61436670"," 2.29227586","-0.78838732","-0.63300622","-0.40485476","-0.98427436","-0.10525934"," 1.82983332"," 0.04798416","-1.50820311","-0.43356209"," 1.04870339"
"10.13_240.2329m/z","-0.1349910"," 0.1589827","-1.5624944"," 1.2653227"," 0.3900555"," 1.5386000"," 0.2397167"," 0.6955717"," 1.1182018"," 0.1692880"," 0.8608989","-1.2318202"," 0.9188389","-1.3635906","-1.2484323"," 0.4092713","-0.4374841","-0.4628496","-1.8028497"," 0.4797637"
"7.70_240.2328m/z","-0.716289406"," 0.003430502","-0.055471695"," 0.118195202","-0.176089574","-0.990134558","-1.126768296"," 0.534988887"," 0.411478397"," 0.517949140"," 3.527916258"," 0.402856428"," 0.420978738","-0.136452179","-0.445189702","-0.672819876","-0.451834337"," 0.209380994","-0.049694586","-1.326430338"
"10.91_240.2327m/z"," 0.14900519"," 1.39204794"," 1.29621052"," 1.20597547","-0.65021422","-0.89826323"," 0.87105124"," 0.02818723"," 1.61003088"," 1.27622680","-0.92690668","-0.48936818","-0.36990962","-1.41577671","-1.05455077","-0.31386106","-0.55407304"," 0.87940066","-0.80143536","-1.23377705"
"8.48_240.1001m/z","-1.10364943"," 0.10335194","-0.75827143","-0.79020171","-0.97034248","-1.31811373","-0.92075611","-1.30044608","-0.73988588","-0.35481996"," 0.40064218"," 0.90010305"," 0.02570457"," 1.47810866"," 0.70373359"," 0.53544788"," 0.80974412","-0.05732779"," 1.20473943"," 2.15223917"
"10.19_239.2011m/z","-0.43774812"," 0.07680092","-0.14358275"," 0.27847764","-2.62414385"," 0.53236293","-0.29604778","-0.93941510"," 1.34785657"," 1.68877159"," 0.93094549","-1.65802292","-0.98161304"," 0.19927959"," 0.14013307"," 0.75662799"," 0.63345508"," 0.29224924"," 0.39967912","-0.19606569"
"10.29_239.2008m/z","-1.247170597","-2.588815431","-0.573869808","-0.864326665"," 0.340619422","-0.509258127"," 0.146255000"," 0.326113879","-0.311697511"," 0.896767288"," 1.280941263"," 1.061713175"," 0.006419072","-0.732651802","-0.775128387"," 0.990072383"," 0.953462823","-0.486751759"," 0.883362577"," 1.203943203"
"9.57_238.2175m/z"," 0.38207597"," 0.53098076","-0.58329527","-0.64794238"," 0.10075208","-0.07355091","-0.15963589","-0.48466394"," 0.73061507"," 0.01165397","-0.95279575","-0.89006245"," 0.35535649","-0.16974282"," 0.87262612"," 1.74601514"," 0.32934389","-2.96035636"," 0.32711760"," 1.53550868"
"10.13_238.2173m/z","-2.42281241"," 1.12181456","-0.18520455","-0.07800672"," 0.20380363"," 1.13875523"," 0.33957509"," 0.65943086"," 1.11946988"," 0.47789425","-0.63271498"," 0.41783448"," 0.84774553","-1.86715299","-0.19166731"," 0.77050249","-1.45007716"," 0.28523610","-0.87430443"," 0.31987844"
"4.25_238.1421n"," 0.731383525","-0.595943876"," 0.186471218","-0.004493593"," 0.415206259","-0.077007187","-0.236247378"," 0.399426823"," 2.306878941"," 0.297158619"," 0.083310274","-0.262246884","-0.276804967","-2.208967436","-0.742175083","-1.901596727"," 0.725626245"," 1.560064075","-0.327194638","-0.072848211"
"9.12_237.2221m/z"," 0.71261756"," 1.06349234"," 1.50611866"," 1.84531764","-0.41666260"," 0.65862193"," 0.47951400","-0.21033346","-0.91310077","-0.22600351"," 0.08311044","-0.88416230","-0.88255175","-1.13895900"," 0.30083810","-0.07481562","-0.74218401","-0.54135995"," 1.41137024","-2.03086794"
"7.46_236.0701m/z","-1.44529623","-0.91685305","-0.48439109","-0.47213253","-0.48690039"," 0.44329351","-0.70198810","-0.26045093"," 1.44496289"," 1.58401731","-1.81946573","-0.64860530","-0.45906050","-0.27591493","-0.01685451"," 0.18022461"," 0.41414265"," 0.98538521"," 0.95866271"," 1.97722442"
"9.17_235.2428m/z","-0.77821361"," 0.06718772"," 0.83514599"," 0.50921471","-0.65973626"," 0.56231173"," 0.66714540"," 0.53349636"," 0.63041436"," 0.63340179","-0.36565939"," 0.55712350","-0.58520960","-0.44229673","-0.51106074"," 0.59396170","-3.59509519"," 0.53387175"," 0.31714896"," 0.49684755"
"7.46_235.1486m/z"," 0.26274482"," 1.42072315"," 1.15754725"," 1.06917922","-0.42639720"," 0.08458944","-1.65128889","-1.76811796","-1.05916114"," 0.64811809","-0.11170787","-0.17713336","-0.95801287"," 0.94732849"," 0.47774586"," 0.30312507","-0.61139360","-0.45323271","-0.94295584"," 1.78830007"
"7.31_235.1313m/z","-0.707666497","-0.758201843","-1.080808777","-0.308393254","-0.885841000","-0.194551430","-0.885898464","-1.121391847","-0.606653250","-0.366735175"," 2.292522591","-0.018961374","-0.439422893"," 0.400158467"," 0.442225071"," 0.349219797"," 0.393586079"," 0.001549927"," 1.004813774"," 2.490450097"
"6.61_235.0969m/z"," 0.715027652"," 0.176691717"," 1.371365650"," 0.004394627"," 0.776404265","-1.420466940","-2.594232687"," 0.870440648","-0.627033134","-0.462045750"," 0.522811702"," 0.816505351"," 0.947081384"," 0.235649839","-0.252788066"," 0.884927293"," 0.335759393"," 0.045569042","-0.815514538","-1.530547450"
"7.01_235.0060m/z","-0.1478101","-1.2052807","-0.5169803","-1.6342307","-0.5952837"," 0.9932547","-0.6761421","-0.5133863"," 1.7025473"," 0.6053364"," 0.4193612","-0.1301940"," 0.8404620","-1.9271029"," 1.0768906","-0.3237297"," 1.2318240"," 0.7882707"," 0.7949172","-0.7827237"
"8.31_233.1905m/z"," 0.4991191","-0.6795375"," 0.1042635"," 0.1159147","-0.9653921"," 0.6446336"," 2.0902195","-2.0644682"," 0.5389497","-0.2038431","-0.8926724","-1.5238582"," 0.5318980","-0.8754628"," 0.7539100"," 0.6979039","-0.2147791"," 0.7002515"," 1.3507409","-0.6077911"
"0.78_232.9824m/z","-2.1143765","-0.1376120"," 1.3282899"," 1.2436878","-0.8995684"," 1.0377940","-0.2650530","-0.8556569","-1.5489075"," 0.4693850","-0.1992041"," 0.9134472","-0.4283833"," 0.8342371","-0.1144037"," 1.2919950","-1.3384916","-0.2212112"," 0.7374711"," 0.2665609"
"6.24_230.0870n"," 2.1330408"," 0.3172220"," 0.8256296","-0.3810002"," 0.1872274"," 0.7614178","-1.4005091","-1.0124832","-1.1729347","-0.8046249"," 1.2246950"," 0.9529176"," 0.6195367","-0.5487189"," 0.6157113"," 0.4011058","-0.7373993"," 0.5899070","-1.4713663","-1.0993745"
"0.77_229.1683n"," 0.47366211","-0.02871674"," 0.51600423"," 0.12018890"," 0.39750194","-0.42707812","-0.19888845"," 0.79677982"," 1.16128184","-2.12952343","-0.35709565"," 0.85656290"," 0.14785917"," 0.20130773"," 0.56198769"," 0.13289331"," 0.63592141"," 0.81153733","-0.71063954","-2.96154645"
"5.66_229.1418m/z"," 2.4742415","-0.4541639","-0.1611482"," 0.8732904"," 0.9418058","-0.3682755"," 0.4307180","-0.9266320","-0.8274792","-1.1876060"," 0.4384373"," 0.1022503"," 0.4469320"," 1.3393881"," 0.2256988"," 0.8408871","-1.0018587","-1.5107045","-1.0339096","-0.6418717"
"5.92_229.1416m/z"," 0.85332292"," 0.07730235"," 0.41112381"," 0.49323610"," 1.12654740","-0.84191294","-1.36200799"," 1.53029347","-2.19095916","-1.39231238"," 0.57253055","-0.12514506"," 0.47011374"," 0.59483663"," 1.31492239"," 0.71117268","-1.09514564","-0.10260952","-0.64644389","-0.39886547"
"4.30_229.0690m/z"," 1.87187898","-0.02881146","-0.30777672"," 1.07060901","-0.48229140","-0.72990875","-1.19478323"," 1.44198686","-0.47301379","-0.75276364"," 0.38065131"," 1.64991775","-0.30007276","-0.49786866"," 0.99719694"," 0.64279452","-0.65241118","-0.86149518"," 0.07172961","-1.84556821"
"7.08_228.0667n"," 1.4831621"," 0.7363216"," 0.6480997"," 0.6059023"," 0.6427330"," 0.5772468"," 0.8443372","-1.3696982","-1.4800045","-1.0168599"," 0.8172688"," 0.5423565"," 0.4842077"," 0.4787893"," 0.6331360"," 0.5550073","-1.1049667","-1.2600137","-1.4163793","-1.4006460"
"6.46_227.1264m/z"," 1.70533563"," 0.30953604"," 0.63111527","-0.84116607"," 0.30965962"," 1.35609567","-0.59369210","-0.19176804","-0.42985168","-0.91248187"," 0.68563812"," 0.91617152"," 0.90615833"," 0.03225188","-0.33954135"," 0.70587682","-0.79737305"," 0.40768840","-1.40400942","-2.45564371"
"9.37_227.0385m/z","-1.1918928","-0.6210192","-1.2174604","-1.0874969","-1.4391004","-0.8809080","-0.5626687","-0.6947980","-0.7077926","-0.9809593"," 1.2388450"," 0.7365809"," 0.7764214"," 0.9164281"," 0.5507364"," 0.8688467"," 0.8748934"," 0.9040952"," 1.4707611"," 1.0464883"
"9.86_226.1810m/z","-0.63620350","-1.18750162","-0.21813301","-0.87858771"," 0.05602744","-0.45584049"," 1.17072622","-0.16839860"," 0.55502436"," 2.53036045","-0.24225657","-0.50994213"," 0.33920229","-0.84301535","-1.10277523"," 1.39330093","-0.52036922","-0.60358110","-0.39594167"," 1.71790451"
"8.92_226.1807m/z"," 0.1921529","-0.5342591"," 0.9358556","-0.3168842"," 0.6910659","-0.7808250"," 0.4461084"," 0.8258461"," 0.6751226","-1.3271241","-1.6535537"," 1.3183642"," 0.9148434"," 0.6352891"," 0.1622568"," 0.2123895","-0.4542343"," 1.3393551","-2.0571562","-1.2246128"
"9.86_226.1584n","-0.84319678","-0.68738305","-0.21028290","-0.50800744","-0.27867312","-0.07514981"," 0.30731247","-0.25330691"," 0.46103601"," 2.53407355","-0.48348073","-0.37374340","-0.41032942","-1.04219482","-0.73417405"," 1.95457265","-0.01205540","-0.76306768","-0.52852120"," 1.94657203"
"4.87_223.1422m/z","-0.74689097"," 1.23250396","-0.89753958"," 1.55154112"," 0.62535506"," 0.49673480","-1.78703718"," 0.04280227","-0.84750497"," 0.32405805"," 0.28418055"," 1.24515972"," 0.89068568","-0.65360675"," 1.10570198","-0.83640887"," 0.69984899","-0.87246058","-1.73618589","-0.12093740"
"4.77_223.0954m/z"," 1.57447702","-0.28141031","-0.50966104","-0.17252168"," 2.35889145","-1.58251241"," 0.13482720","-0.35913061","-0.40327775","-0.43848556"," 0.44337244","-1.17833301","-0.21978429"," 0.07477682"," 0.07123659"," 0.79862313","-0.56915141"," 1.57117059"," 0.25038868","-1.56349585"
"0.77_222.1131m/z"," 1.2937311","-0.3369605","-1.2036930"," 0.7975467"," 0.3326905"," 0.1833481","-1.0164929"," 1.0373311"," 0.2672295","-0.6307251","-1.2682084"," 0.5531847","-0.7056725","-1.9985397"," 1.2258047"," 1.3713852"," 0.8253005","-1.0611894"," 0.7802052","-0.4462756"
"6.72_222.0890n","-0.1646097","-0.4933574"," 0.4222324","-0.9197690","-0.7870722","-1.1025327","-1.0945623"," 0.7844385"," 1.3685367"," 1.5203039","-0.5773673"," 0.2922205"," 0.2555721","-0.5059532","-1.3462256","-1.6097639"," 0.3282452"," 1.0068695"," 1.0217531"," 1.6010414"
"6.97_222.0538m/z"," 0.76429055"," 1.15288995","-0.13905414"," 1.73863751"," 0.21683589","-0.09351753","-0.94755913","-0.62365324"," 0.98363170","-1.51327996","-1.61010652","-0.15377660","-1.57437384","-0.55017696","-0.09392303","-0.66559644"," 0.63829205"," 1.19800588","-0.05041573"," 1.32284961"
"8.24_221.9870m/z"," 1.42274522","-2.17616347","-0.53666185"," 0.66012843"," 0.34456679"," 0.59909515","-0.13408214"," 0.86348405"," 1.16242811"," 0.31187631","-1.05049214"," 0.36644005","-1.81172227"," 0.07381275","-0.58033374","-0.67008017"," 0.11600538"," 0.55897361"," 1.47977047","-0.99979054"
"10.43_221.2268m/z"," 0.52676459"," 0.51413757","-0.45007732"," 0.15447204","-0.14004288"," 0.45925192"," 0.27610256"," 0.26352979"," 0.70666619"," 0.53473916"," 0.64480871","-1.16677783"," 0.69618969","-3.76847465"," 0.16863001"," 0.30475400","-0.12307681"," 0.63821167","-0.25117723"," 0.01136881"
"9.85_221.1945n","-0.20352476","-0.65740609","-0.03191955","-0.09862417","-0.56208615"," 0.10792684"," 1.30921217","-0.09530288"," 0.07369730"," 2.45018503","-0.22622252","-0.57573519","-0.84518770","-1.43312044","-0.60204284"," 2.06026760"," 0.04198327","-1.18520339","-0.53147750"," 1.00458096"
"9.29_221.1192m/z"," 1.29485440"," 0.89055072"," 1.80101966"," 1.23533088","-1.13392398","-0.15161227"," 0.36115584","-0.79667937","-1.09742709","-0.61115871"," 0.56998867"," 1.79665722","-0.59565920"," 0.06077983","-0.32747000","-0.23700328","-1.51339719","-1.30014637","-0.23027062","-0.01558916"
"9.17_220.2199n"," 0.51840402"," 2.11222516","-1.99628052"," 0.02922094"," 0.70240643"," 0.17066393","-1.08369497","-0.39368930"," 0.32399800"," 0.26283331"," 0.62713200"," 1.09676724"," 1.17617678","-0.05734546"," 0.55825800","-0.77596523"," 0.03054033","-0.43790769","-1.24751549","-1.61622748"
"9.50_220.2196n"," 1.6772574","-0.5631566"," 1.7694127"," 1.2783089","-0.7536012"," 1.3266635","-0.3262361","-1.3458827","-0.7707998"," 0.3310998","-1.2614319","-0.9112526"," 0.9466956","-0.1088647"," 0.1464714"," 0.1180962","-0.8160086","-1.3728738"," 0.4544042"," 0.1816985"
"9.17_219.2114m/z"," 0.3378596"," 1.6704094"," 0.8158068"," 1.6622344","-0.5472497"," 0.5572241"," 0.4320155","-0.2192127","-1.1575091","-0.1047532"," 0.2559329","-0.6836446","-0.4783714","-0.4073153"," 0.5314771","-0.3792386","-0.3581233","-0.9379567"," 1.4571278","-2.4467129"
"10.74_219.1752m/z","-1.27495919"," 1.61419246"," 0.30268757","-1.34382656","-0.14569615","-1.81753853"," 0.45699806","-0.36848410"," 0.03941538"," 1.32467744","-0.24957846","-0.64441786"," 0.15404087","-0.70295375"," 0.27141494"," 0.54964926","-0.14910629"," 1.38327949","-1.10679317"," 1.70699859"
"6.37_219.0760n"," 2.01785372"," 0.92392058"," 0.15934040"," 0.48587294"," 0.74539353","-0.28359175","-1.64108386","-1.10238856","-1.29950780","-1.10929146"," 0.02576975"," 1.27011668"," 1.30951849"," 0.31535554"," 0.42592822","-0.22602373"," 0.46495735","-0.63722878","-0.49541339","-1.34949787"
"9.17_217.1961m/z"," 0.56446497"," 1.66520974","-1.03780148"," 0.90144306"," 0.53411186"," 0.06331389","-0.84200136"," 0.76463419"," 0.57707176"," 1.14361032","-0.68218713"," 1.39142032","-0.90574805","-0.46304954"," 0.01082861","-2.56882527"," 0.26792083","-0.51964065","-0.28386107","-0.58091501"
"9.85_217.1961m/z"," 0.7512718"," 0.7435920"," 0.9525304"," 0.4267594"," 0.3202026"," 0.8317258"," 1.9730870"," 0.6966898"," 0.3697542"," 0.9926003","-1.0990595","-0.7586761","-1.2388671","-0.5415967"," 0.6568574","-0.3393682","-0.4667678","-1.5558378","-1.4479871","-1.2669101"
"7.89_217.1595m/z","-0.82153836","-1.80676327","-0.25896822"," 1.47472219"," 0.02772401"," 0.30596120"," 0.68204820"," 0.04895848","-0.13345368","-0.68956020"," 1.48259097"," 1.50193186","-0.45253772"," 0.43530604"," 0.78514449","-0.68322671","-0.77207784"," 0.55180591"," 0.48829141","-2.16635878"
"11.21_217.0126m/z","-0.65566399","-0.48453617","-0.17779174","-0.04327413"," 0.39388866","-0.46491532"," 0.39895930"," 0.51086270"," 1.36700654","-0.97146857","-0.68152621"," 0.37282413","-0.52245052","-1.46133647","-0.68829677","-0.37006546"," 0.21179559"," 1.08604853","-0.84327624"," 3.02321616"
"11.96_217.0126m/z","-2.04581910","-0.13294709","-0.44293331","-0.20205191","-0.36212953","-0.29101457"," 0.20455834"," 0.43851991"," 0.98450203","-0.07440817","-1.21955881"," 0.29993166","-0.44256617","-0.78792806","-0.36283688"," 0.16484218"," 0.39943257"," 0.52521489"," 0.16609204"," 3.18109999"
"10.29_217.0125m/z","-0.79442084"," 0.02768010","-0.58716786","-0.71803898"," 1.18376231","-0.53599348","-0.57218198"," 0.16524144"," 2.36223840"," 0.31303508","-0.20666480","-1.19031794"," 0.38044106","-1.31660924","-0.31285618","-0.88463570","-0.60950470"," 1.59629495"," 0.07396893"," 1.62572943"
"9.43_216.1599m/z"," 0.74552609"," 0.05437842"," 0.47624270","-0.01152786","-0.10997490"," 1.42966476","-0.64222713"," 1.34499736","-0.66471313","-1.64207453","-0.14252484"," 1.78814600"," 0.19781675","-0.45411177","-0.51648103"," 1.02858173","-0.98199429","-0.91291716","-1.85832959"," 0.87152241"
"9.32_216.1597m/z"," 0.314395052","-0.022962645"," 1.297853193"," 1.533337628"," 0.490602689","-1.166086018"," 0.640193337"," 0.479430072","-1.922572290","-1.897737110"," 0.288286919"," 1.436144805"," 0.538546873","-0.376741891","-0.185483411","-1.458639171","-0.454092888","-0.002110177","-0.135015641"," 0.602650675"
"4.83_216.1241m/z","-1.09851031","-1.04777035"," 1.12170320","-0.60713466","-0.57720116","-0.67231300","-2.22015820","-0.16959859"," 1.08226500"," 0.05959975"," 0.51522737"," 0.65239205"," 0.11764969"," 0.72496525"," 0.02463497"," 1.52009386","-0.41309511"," 0.84846349","-1.29236808"," 1.43115481"
"9.29_215.1799m/z"," 1.13407130"," 0.89625325"," 1.61468503"," 1.15364944","-0.83845684","-0.06615674"," 0.68673436","-1.38580875","-0.44669522","-0.29631906"," 0.39796650"," 1.59499982","-0.60454500"," 0.54617715","-0.88191431"," 0.10067947","-1.06838727","-2.04035437","-0.29194604","-0.20463274"
"8.47_214.2173m/z","-0.5184723"," 0.1791230"," 0.9786321"," 0.4887089"," 0.4156845"," 0.9042708"," 0.4902132"," 0.4821529"," 0.8423292","-3.1178186","-0.8718385"," 0.5790999"," 0.7647808","-1.3675889","-0.1368641"," 0.3018256"," 1.0239162","-0.1456433","-0.4986665","-0.7938451"
"9.34_214.2172m/z"," 0.419008968"," 0.431651282"," 0.580742731","-0.433760847","-0.002684714","-2.044315123"," 0.451812812"," 0.455445765"," 0.414329634","-0.298254245"," 0.351689278"," 0.529030300"," 0.322408786","-0.296631717"," 0.588279530"," 0.601114225"," 0.369067161"," 0.439983962","-3.373947022"," 0.495029233"
"9.43_214.1805m/z"," 0.9552808"," 0.9438352"," 2.0244818"," 0.3573384"," 0.8429819","-2.0841300","-0.8497847","-0.6604459","-1.2330444"," 0.5717347"," 0.2630997"," 0.9785938","-0.7403957","-0.8737648","-0.2579891","-1.2913242","-0.2759568"," 0.1087829"," 0.6600340"," 0.5606723"
"9.32_214.1805m/z"," 0.483137415"," 0.007997661"," 0.048559711"," 1.656066507","-0.532360632"," 0.683098186"," 0.788714149","-1.262047320","-1.899333425"," 0.126131950"," 1.095031378"," 0.553701179"," 0.173064906"," 1.247383253"," 0.065479009"," 0.494113112","-1.710058216","-1.611859508","-0.697467968"," 0.290648653"
"9.04_214.1799m/z","-0.5640210","-0.3267147","-1.6243769","-1.2002584"," 0.6200164","-2.6646471","-0.2488644"," 0.7868574"," 0.4112482"," 0.1347003"," 1.6340748","-0.1376518"," 0.5394528"," 0.3409090","-0.1800742"," 1.5014456","-0.3130148"," 0.2372186"," 0.3683093"," 0.6853910"
"10.13_212.2017m/z"," 0.5018781"," 1.3687878","-0.4736441"," 0.5027909","-1.5611772"," 0.4380773"," 0.7978008"," 0.9642985"," 1.5389207"," 0.7551164"," 0.5488174","-0.7619061"," 1.1465974","-0.9348742","-1.0002834","-0.6098920","-0.8865604","-1.1489674","-1.5957148"," 0.4099344"
"5.09_212.1016m/z"," 0.02810071"," 0.10560868"," 0.16762504","-1.07262510"," 0.69470682","-0.04217886","-2.78439911"," 0.73202706"," 0.35311293","-0.34326811"," 0.18349587"," 1.13354842","-0.60442364"," 0.09048358","-0.20889825"," 0.65625461","-0.49552702"," 2.03913430"," 0.68947577","-1.32225371"
